"Symbol  ","Series  ","Date  ","Prev Close  ","Open Price  ","High Price  ","Low Price  ","Last Price  ","Close Price  ","Average Price ","Total Traded Quantity  ","Turnover ₹  ","No. of Trades  ","Deliverable Qty  ","% Dly Qt to Traded Qty  "
"RELIANCE","EQ","06-Sep-2012","771.15","766.30","774.60","764.00","766.50","768.20","769.14","12,12,105","93,22,78,034.00","33,270","3,85,824","31.83"
"RELIANCE","EQ","07-Sep-2012","768.20","778.70","796.50","778.50","793.20","791.75","790.48","31,59,455","2,49,74,84,857.80","65,260","18,05,517","57.15"
"RELIANCE","EQ","08-Sep-2012","791.75","793.50","799.00","793.20","797.65","796.00","795.39","1,66,487","13,24,22,241.10","4,060","45,312","27.22"
"RELIANCE","EQ","10-Sep-2012","796.00","800.00","803.35","789.15","792.35","792.05","793.11","20,06,068","1,59,10,42,434.90","60,399","13,56,542","67.62"
"RELIANCE","EQ","11-Sep-2012","792.05","789.50","795.85","783.20","790.05","791.00","791.39","31,22,198","2,47,08,74,946.70","83,151","20,25,566","64.88"
"RELIANCE","EQ","12-Sep-2012","791.00","793.50","799.70","789.45","797.35","798.10","794.67","17,76,753","1,41,19,27,632.05","43,958","8,69,908","48.96"
"RELIANCE","EQ","13-Sep-2012","798.10","798.10","808.50","794.30","795.15","799.15","802.23","26,69,369","2,14,14,49,652.85","85,982","14,50,557","54.34"
"RELIANCE","EQ","14-Sep-2012","799.15","813.00","845.70","809.55","838.75","841.75","831.09","83,00,472","6,89,84,02,871.65","1,60,916","55,19,785","66.50"
"RELIANCE","EQ","17-Sep-2012","841.75","848.10","881.60","848.10","873.65","873.75","869.46","96,98,936","8,43,28,02,760.30","1,45,980","65,54,185","67.58"
"RELIANCE","EQ","18-Sep-2012","873.75","870.20","873.90","851.30","855.00","855.60","860.80","39,53,604","3,40,32,66,697.60","1,04,086","25,36,600","64.16"
"RELIANCE","EQ","20-Sep-2012","855.60","840.70","848.30","828.25","829.40","832.50","839.09","34,99,635","2,93,65,15,523.20","71,540","23,89,205","68.27"
"RELIANCE","EQ","21-Sep-2012","832.50","833.00","854.70","832.00","852.55","850.30","844.48","82,14,274","6,93,67,91,041.10","1,05,920","51,42,694","62.61"
"RELIANCE","EQ","24-Sep-2012","850.30","850.00","857.80","832.75","836.10","836.35","845.74","34,07,033","2,88,14,55,940.95","85,428","16,96,675","49.80"
"RELIANCE","EQ","25-Sep-2012","836.35","838.00","844.80","830.25","838.00","839.75","839.53","31,63,188","2,65,55,84,592.25","58,856","16,69,471","52.78"
"RELIANCE","EQ","26-Sep-2012","839.75","838.00","849.70","833.85","841.90","844.75","842.59","38,07,711","3,20,83,35,649.15","84,253","22,43,761","58.93"
"RELIANCE","EQ","27-Sep-2012","844.75","845.20","848.00","824.25","830.00","829.85","833.95","69,53,585","5,79,89,48,544.25","94,007","38,10,327","54.80"
"RELIANCE","EQ","28-Sep-2012","829.85","837.00","847.90","834.35","834.80","837.20","841.02","32,27,049","2,71,40,08,364.05","70,481","19,66,134","60.93"
"RELIANCE","EQ","01-Oct-2012","837.20","840.00","842.30","829.25","834.10","833.50","834.99","19,91,469","1,66,28,60,188.75","49,735","9,72,193","48.82"
"RELIANCE","EQ","03-Oct-2012","833.50","834.45","853.45","834.25","847.45","846.10","845.93","50,06,639","4,23,52,61,758.20","1,10,536","29,08,157","58.09"
"RELIANCE","EQ","04-Oct-2012","846.10","850.55","858.90","849.10","852.00","852.90","853.87","28,86,232","2,46,44,62,888.10","70,943","15,22,797","52.76"
"RELIANCE","EQ","05-Oct-2012","852.90","859.90","862.00","682.35","859.55","857.80","846.95","35,92,138","3,04,23,48,238.50","60,282","10,52,935","29.31"
"RELIANCE","EQ","08-Oct-2012","857.80","854.55","854.55","816.25","817.00","819.40","828.39","47,75,793","3,95,62,02,188.80","96,671","28,60,535","59.90"
"RELIANCE","EQ","09-Oct-2012","819.40","825.50","826.70","813.10","815.85","815.30","819.34","26,51,961","2,17,28,55,723.50","74,466","12,91,748","48.71"
"RELIANCE","EQ","10-Oct-2012","815.30","811.00","822.30","807.40","817.25","816.00","816.42","21,44,325","1,75,06,72,232.05","81,285","8,72,057","40.67"
"RELIANCE","EQ","11-Oct-2012","816.00","819.00","822.00","809.30","821.90","819.95","816.32","27,10,338","2,21,24,92,659.10","75,759","12,26,282","45.24"
"RELIANCE","EQ","12-Oct-2012","819.95","818.80","826.40","816.05","818.60","818.90","820.73","24,29,045","1,99,35,79,629.90","42,122","15,17,173","62.46"
"RELIANCE","EQ","15-Oct-2012","818.90","819.00","829.90","819.00","823.45","823.05","824.08","25,55,825","2,10,61,94,221.50","61,201","10,07,657","39.43"
"RELIANCE","EQ","16-Oct-2012","823.05","838.90","839.95","810.00","810.00","812.45","822.71","50,68,137","4,16,96,09,882.05","1,06,707","21,86,840","43.15"
"RELIANCE","EQ","17-Oct-2012","812.45","816.05","817.40","801.55","803.10","805.15","805.58","47,80,912","3,85,13,99,586.15","98,231","30,90,416","64.64"
"RELIANCE","EQ","18-Oct-2012","805.15","807.25","816.00","797.00","810.00","811.30","807.81","60,80,686","4,91,20,66,472.05","1,18,815","40,26,535","66.22"
"RELIANCE","EQ","19-Oct-2012","811.30","807.70","810.50","799.35","800.70","802.80","804.11","28,91,282","2,32,49,07,433.75","59,696","17,65,227","61.05"
"RELIANCE","EQ","22-Oct-2012","802.80","795.20","816.95","791.70","816.50","815.60","810.40","32,37,961","2,62,40,52,246.95","56,686","17,41,399","53.78"
"RELIANCE","EQ","23-Oct-2012","815.60","813.50","814.80","804.80","809.25","809.95","809.42","21,70,107","1,75,65,33,282.40","38,499","12,42,475","57.25"
"RELIANCE","EQ","25-Oct-2012","809.95","810.10","818.70","807.20","809.15","810.40","812.99","41,27,449","3,35,55,84,337.50","65,582","26,09,363","63.22"
"RELIANCE","EQ","26-Oct-2012","810.40","803.20","806.00","792.15","799.50","798.95","798.26","19,36,406","1,54,57,60,931.55","73,319","8,90,238","45.97"
"RELIANCE","EQ","29-Oct-2012","798.95","802.35","814.40","802.35","810.90","811.20","810.81","25,11,242","2,03,61,28,870.95","73,063","15,93,965","63.47"
"RELIANCE","EQ","30-Oct-2012","811.20","810.00","811.80","799.15","803.00","803.25","805.21","21,34,370","1,71,86,21,208.30","49,419","13,00,443","60.93"
"RELIANCE","EQ","31-Oct-2012","803.25","803.15","807.35","798.00","805.00","805.50","803.84","21,53,819","1,73,13,16,567.75","61,771","14,01,827","65.09"
"RELIANCE","EQ","01-Nov-2012","805.50","795.00","808.80","788.70","807.00","807.10","801.72","42,01,156","3,36,81,56,639.85","95,346","23,06,706","54.91"
"RELIANCE","EQ","02-Nov-2012","807.10","812.00","814.90","802.50","805.70","807.95","806.54","26,39,614","2,12,89,59,821.30","67,140","16,17,690","61.29"
"RELIANCE","EQ","05-Nov-2012","807.95","803.65","808.95","801.85","805.00","806.15","805.78","11,58,128","93,31,97,184.05","23,679","5,41,538","46.76"
"RELIANCE","EQ","06-Nov-2012","806.15","804.00","807.40","796.25","806.00","805.45","800.49","35,31,643","2,82,70,45,372.20","60,274","23,77,693","67.33"
"RELIANCE","EQ","07-Nov-2012","805.45","802.00","805.30","798.00","798.30","800.85","802.34","23,81,384","1,91,06,89,469.85","44,537","15,18,012","63.74"
"RELIANCE","EQ","08-Nov-2012","800.85","793.00","798.30","789.75","797.25","796.60","793.77","28,37,737","2,25,24,96,361.05","65,711","19,10,385","67.32"
"RELIANCE","EQ","09-Nov-2012","796.60","793.35","803.50","785.00","786.30","787.65","792.48","24,21,910","1,91,93,17,100.20","49,954","12,41,188","51.25"
"RELIANCE","EQ","12-Nov-2012","787.65","785.85","789.40","779.00","789.20","786.65","782.91","28,94,127","2,26,58,49,690.40","1,08,446","19,00,410","65.66"
"RELIANCE","EQ","13-Nov-2012","786.65","789.15","792.20","783.40","790.80","789.60","789.24","7,65,533","60,41,92,861.60","15,037","4,61,881","60.33"
"RELIANCE","EQ","15-Nov-2012","789.60","788.85","788.85","777.05","786.40","784.60","781.69","34,86,440","2,72,53,25,555.75","62,640","25,34,492","72.70"
"RELIANCE","EQ","16-Nov-2012","784.60","787.40","792.65","771.00","777.40","775.15","782.62","32,81,968","2,56,85,29,129.50","59,871","23,55,224","71.76"
"RELIANCE","EQ","19-Nov-2012","775.15","775.25","778.25","761.35","775.00","774.30","769.48","47,37,114","3,64,51,27,334.65","1,21,207","33,81,388","71.38"
"RELIANCE","EQ","20-Nov-2012","774.30","780.70","780.70","762.20","763.20","765.35","770.55","21,56,459","1,66,16,50,472.25","68,554","12,89,732","59.81"
"RELIANCE","EQ","21-Nov-2012","765.35","766.50","773.90","761.10","773.50","771.20","767.19","19,68,764","1,51,04,14,054.50","48,935","10,48,684","53.27"
"RELIANCE","EQ","22-Nov-2012","771.20","773.05","773.70","761.40","765.10","765.85","766.60","23,97,131","1,83,76,40,884.85","52,558","13,29,076","55.44"
"RELIANCE","EQ","23-Nov-2012","765.85","766.00","775.80","766.00","772.75","773.75","771.91","17,07,395","1,31,79,57,591.50","43,891","8,35,250","48.92"
"RELIANCE","EQ","26-Nov-2012","773.75","774.90","779.45","771.00","773.15","773.65","774.64","10,38,412","80,43,94,041.70","34,707","4,71,144","45.37"
"RELIANCE","EQ","27-Nov-2012","773.65","777.00","788.00","774.00","785.50","786.80","782.99","24,70,660","1,93,44,96,953.40","53,386","14,91,511","60.37"
"RELIANCE","EQ","29-Nov-2012","786.80","786.00","804.00","782.65","794.25","798.30","797.35","44,83,489","3,57,49,19,506.10","91,399","31,05,558","69.27"
"RELIANCE","EQ","30-Nov-2012","798.30","796.05","808.00","790.00","792.80","793.70","797.44","41,70,481","3,32,57,18,677.90","79,740","27,25,922","65.36"
"RELIANCE","EQ","03-Dec-2012","793.70","795.00","807.00","789.75","807.00","804.00","799.83","23,59,017","1,88,68,04,100.75","53,936","12,06,043","51.12"
"RELIANCE","EQ","04-Dec-2012","804.00","806.15","825.70","806.00","824.80","824.70","817.63","34,92,574","2,85,56,50,565.15","84,069","18,07,382","51.75"
"RELIANCE","EQ","05-Dec-2012","824.70","828.25","837.10","820.60","832.00","832.60","831.25","30,89,629","2,56,82,57,526.90","76,724","17,83,300","57.72"
"RELIANCE","EQ","06-Dec-2012","832.60","835.95","845.85","822.00","843.90","843.90","833.30","26,36,685","2,19,71,51,672.25","73,071","13,59,338","51.55"
"RELIANCE","EQ","07-Dec-2012","843.90","841.05","849.70","830.45","830.45","834.60","842.05","30,14,740","2,53,85,71,029.75","87,641","17,75,403","58.89"
"RELIANCE","EQ","10-Dec-2012","834.60","834.60","837.95","821.25","828.00","828.30","828.13","18,69,316","1,54,80,40,186.00","61,104","9,86,506","52.77"
"RELIANCE","EQ","11-Dec-2012","828.30","832.00","838.35","814.50","817.55","820.05","825.70","37,15,258","3,06,76,76,897.30","67,145","24,95,980","67.18"
"RELIANCE","EQ","12-Dec-2012","820.05","825.00","834.80","819.35","833.00","832.60","828.21","23,14,044","1,91,65,15,794.15","64,104","11,23,615","48.56"
"RELIANCE","EQ","13-Dec-2012","832.60","832.60","841.00","830.40","835.00","834.25","835.71","26,52,270","2,21,65,26,860.80","63,311","16,70,056","62.97"
"RELIANCE","EQ","14-Dec-2012","834.25","834.50","846.80","828.50","840.35","839.25","839.87","20,45,918","1,71,82,95,083.65","50,394","10,82,807","52.93"
"RELIANCE","EQ","17-Dec-2012","839.25","834.50","844.40","831.00","832.30","834.15","838.33","16,56,401","1,38,86,10,972.60","50,217","9,40,950","56.81"
"RELIANCE","EQ","18-Dec-2012","834.15","834.50","839.45","826.00","829.20","831.40","831.21","18,27,793","1,51,92,77,248.50","40,129","9,48,232","51.88"
"RELIANCE","EQ","19-Dec-2012","831.40","835.20","843.05","834.05","840.70","839.50","839.00","19,93,015","1,67,21,35,225.75","52,871","12,40,307","62.23"
"RELIANCE","EQ","20-Dec-2012","839.50","841.95","841.95","829.50","838.20","837.85","835.80","21,89,272","1,82,97,86,991.20","64,584","12,08,211","55.19"
"RELIANCE","EQ","21-Dec-2012","837.85","833.00","834.50","822.20","824.00","825.25","828.79","21,49,301","1,78,13,09,578.95","51,483","14,12,489","65.72"
"RELIANCE","EQ","24-Dec-2012","825.25","825.60","827.35","815.60","820.40","820.70","819.68","13,03,847","1,06,87,41,338.10","50,478","6,50,331","49.88"
"RELIANCE","EQ","26-Dec-2012","820.70","822.00","835.90","822.00","828.40","828.25","829.29","13,31,218","1,10,39,69,939.25","34,300","6,81,236","51.17"
"RELIANCE","EQ","27-Dec-2012","828.25","830.30","832.00","815.10","818.50","817.70","823.18","36,80,616","3,02,98,09,412.55","59,718","21,29,799","57.87"
"RELIANCE","EQ","28-Dec-2012","817.70","823.50","846.00","821.55","844.00","840.25","835.03","33,26,023","2,77,73,17,150.10","67,975","18,51,478","55.67"
"RELIANCE","EQ","31-Dec-2012","840.25","840.30","849.80","836.80","837.05","839.55","841.78","22,24,287","1,87,23,56,358.15","55,804","12,03,165","54.09"
"RELIANCE","EQ","01-Jan-2013","839.55","844.00","846.60","839.10","840.60","840.70","842.74","15,61,532","1,31,59,58,207.20","25,825","8,41,458","53.89"
"RELIANCE","EQ","02-Jan-2013","840.70","844.00","856.00","842.55","844.00","847.95","849.46","30,72,592","2,61,00,48,530.35","82,129","15,51,437","50.49"
"RELIANCE","EQ","03-Jan-2013","847.95","848.60","862.00","844.60","860.10","860.75","855.58","39,46,902","3,37,68,83,367.35","1,03,363","23,31,395","59.07"
"RELIANCE","EQ","04-Jan-2013","860.75","861.90","864.60","853.55","862.65","861.85","860.42","30,41,614","2,61,70,50,660.05","67,079","17,87,304","58.76"
"RELIANCE","EQ","07-Jan-2013","861.85","865.70","871.00","851.80","852.00","856.60","860.91","34,98,964","3,01,22,97,917.90","76,315","22,40,626","64.04"
"RELIANCE","EQ","08-Jan-2013","856.60","855.10","858.10","847.90","848.95","850.65","852.15","31,94,175","2,72,19,09,997.55","82,769","21,12,754","66.14"
