"Symbol  ","Series  ","Date  ","Prev Close  ","Open Price  ","High Price  ","Low Price  ","Last Price  ","Close Price  ","Average Price ","Total Traded Quantity  ","Turnover ₹  ","No. of Trades  ","Deliverable Qty  ","% Dly Qt to Traded Qty  "
"RELIANCE","EQ","25-Jan-2012","783.75","788.70","795.00","782.80","791.00","790.95","789.66","38,37,205","3,03,01,03,164.25","81,068","15,17,603","39.55"
"RELIANCE","EQ","27-Jan-2012","790.95","800.00","827.90","799.00","817.00","820.40","814.00","55,65,491","4,53,03,29,194.95","1,33,537","26,61,983","47.83"
"RELIANCE","EQ","30-Jan-2012","820.40","813.90","818.85","792.20","794.25","794.75","803.83","48,29,091","3,88,17,48,892.15","1,21,847","26,79,776","55.49"
"RELIANCE","EQ","31-Jan-2012","794.75","804.50","820.80","801.40","817.50","817.10","812.78","62,64,462","5,09,16,44,734.85","1,24,545","37,41,589","59.73"
"RELIANCE","EQ","01-Feb-2012","817.10","818.90","834.00","816.00","833.30","831.20","826.27","37,76,806","3,12,06,47,014.65","83,234","18,32,664","48.52"
"RELIANCE","EQ","02-Feb-2012","831.20","835.00","842.70","824.15","826.15","829.25","833.57","49,01,979","4,08,61,41,508.75","95,924","29,00,671","59.17"
"RELIANCE","EQ","03-Feb-2012","829.25","830.00","840.00","815.65","836.00","838.30","826.60","45,69,209","3,77,69,27,568.60","82,545","25,48,465","55.77"
"RELIANCE","EQ","06-Feb-2012","838.30","845.90","849.50","824.10","832.40","833.00","834.95","39,84,412","3,32,68,03,746.00","94,512","20,20,383","50.71"
"RELIANCE","EQ","07-Feb-2012","833.00","842.00","852.70","834.25","845.25","844.55","846.30","48,15,977","4,07,57,72,867.35","1,13,907","21,88,488","45.44"
"RELIANCE","EQ","08-Feb-2012","844.55","847.00","864.70","845.00","860.00","858.40","857.42","36,47,626","3,12,75,30,514.25","98,068","15,50,682","42.51"
"RELIANCE","EQ","09-Feb-2012","858.40","856.75","859.90","842.60","855.00","853.85","851.68","43,09,191","3,67,00,60,334.10","90,054","23,24,014","53.93"
"RELIANCE","EQ","10-Feb-2012","853.85","850.35","859.00","838.00","843.75","843.25","844.92","34,17,975","2,88,79,20,897.50","62,312","18,91,778","55.35"
"RELIANCE","EQ","13-Feb-2012","843.25","841.10","858.80","841.00","847.50","849.25","851.10","34,93,699","2,97,34,86,605.70","64,113","18,58,717","53.20"
"RELIANCE","EQ","14-Feb-2012","849.25","846.90","856.40","843.00","850.10","848.90","851.25","31,34,221","2,66,79,90,466.00","65,653","18,52,155","59.09"
"RELIANCE","EQ","15-Feb-2012","848.90","854.20","855.75","833.05","838.45","836.65","839.96","71,82,317","6,03,28,70,482.50","1,71,214","50,93,342","70.92"
"RELIANCE","EQ","16-Feb-2012","836.65","831.00","831.00","804.70","811.00","812.45","814.33","63,42,577","5,16,49,61,309.60","1,89,732","40,30,363","63.54"
"RELIANCE","EQ","17-Feb-2012","812.45","822.05","826.40","810.20","815.95","818.20","818.11","82,11,325","6,71,77,37,380.55","1,94,571","48,80,019","59.43"
"RELIANCE","EQ","21-Feb-2012","818.20","817.50","848.75","815.10","840.40","843.55","832.44","83,33,665","6,93,72,71,278.70","1,66,497","48,18,688","57.82"
"RELIANCE","EQ","22-Feb-2012","843.55","848.00","857.40","830.10","834.00","833.40","845.82","57,48,129","4,86,18,83,661.65","1,09,390","30,00,043","52.19"
"RELIANCE","EQ","23-Feb-2012","833.40","832.00","849.90","826.60","832.60","839.60","841.68","43,67,293","3,67,58,66,442.30","84,221","23,35,523","53.48"
"RELIANCE","EQ","24-Feb-2012","839.60","833.50","841.70","814.50","819.85","819.95","823.53","42,85,036","3,52,88,44,953.90","76,297","25,39,627","59.27"
"RELIANCE","EQ","27-Feb-2012","819.95","821.80","825.60","765.35","779.00","781.45","794.49","63,48,215","5,04,35,95,109.15","1,07,784","36,58,232","57.63"
"RELIANCE","EQ","28-Feb-2012","781.45","789.05","800.35","787.70","795.90","796.50","795.37","52,89,418","4,20,70,66,465.15","97,422","33,91,505","64.12"
"RELIANCE","EQ","29-Feb-2012","796.50","805.05","827.90","804.15","814.90","820.75","818.27","63,65,349","5,20,85,52,877.15","1,28,315","34,86,982","54.78"
"RELIANCE","EQ","01-Mar-2012","820.75","811.80","818.70","801.10","810.45","810.95","807.58","29,62,594","2,39,25,21,480.60","63,042","13,60,574","45.93"
"RELIANCE","EQ","02-Mar-2012","810.95","816.25","818.00","805.75","814.00","814.10","812.82","29,00,087","2,35,72,55,950.55","61,930","13,84,143","47.73"
"RELIANCE","EQ","03-Mar-2012","814.10","811.00","815.05","811.00","813.70","813.45","813.64","1,18,842","9,66,94,664.75","3,345","29,097","24.48"
"RELIANCE","EQ","05-Mar-2012","813.45","812.05","814.00","794.25","798.00","797.50","800.32","29,88,613","2,39,18,43,770.70","97,877","18,94,191","63.38"
"RELIANCE","EQ","06-Mar-2012","797.50","797.00","809.00","774.00","775.45","776.55","786.75","80,29,991","6,31,76,23,261.65","1,44,277","47,13,916","58.70"
"RELIANCE","EQ","07-Mar-2012","776.55","776.55","777.50","751.00","764.00","761.80","762.46","64,46,729","4,91,54,01,386.45","2,11,060","38,47,312","59.68"
"RELIANCE","EQ","09-Mar-2012","761.80","775.30","779.60","769.20","773.50","773.80","774.30","39,42,927","3,05,29,99,190.40","1,52,248","26,01,431","65.98"
"RELIANCE","EQ","12-Mar-2012","773.80","790.00","803.00","779.70","797.00","798.55","791.46","34,38,333","2,72,13,17,974.90","79,141","15,18,727","44.17"
"RELIANCE","EQ","13-Mar-2012","798.55","803.45","821.95","803.30","821.00","819.95","814.17","36,84,077","2,99,94,62,498.95","1,31,843","19,42,939","52.74"
"RELIANCE","EQ","14-Mar-2012","819.95","828.00","830.00","806.70","815.65","814.50","816.64","40,28,509","3,28,98,30,231.85","1,42,841","23,40,802","58.11"
"RELIANCE","EQ","15-Mar-2012","814.50","818.00","821.20","793.40","795.00","796.65","804.07","46,30,686","3,72,33,94,661.65","1,21,552","26,01,054","56.17"
"RELIANCE","EQ","16-Mar-2012","796.65","780.00","797.70","767.35","769.00","772.35","782.66","57,53,096","4,50,26,99,887.95","1,38,283","32,31,523","56.17"
"RELIANCE","EQ","19-Mar-2012","772.35","781.00","783.00","751.10","755.80","755.10","760.68","36,52,448","2,77,83,53,996.45","85,882","18,50,480","50.66"
"RELIANCE","EQ","20-Mar-2012","755.10","756.10","766.40","750.30","758.00","760.55","759.86","23,89,920","1,81,60,12,796.45","58,192","8,86,518","37.09"
"RELIANCE","EQ","21-Mar-2012","760.55","760.00","773.50","755.10","768.95","768.05","764.34","32,48,548","2,48,29,83,605.50","84,703","14,22,844","43.80"
"RELIANCE","EQ","22-Mar-2012","768.05","765.90","771.45","732.00","736.00","736.35","748.02","66,84,658","5,00,02,41,563.35","1,72,189","41,69,734","62.38"
"RELIANCE","EQ","23-Mar-2012","736.35","743.80","749.50","738.10","744.60","744.05","744.18","61,61,836","4,58,55,44,698.25","1,21,535","43,87,901","71.21"
"RELIANCE","EQ","26-Mar-2012","744.05","743.90","743.90","727.00","728.65","730.10","733.37","52,88,348","3,87,83,39,952.00","1,35,070","33,04,093","62.48"
"RELIANCE","EQ","27-Mar-2012","730.10","738.00","738.80","725.10","733.20","731.05","730.37","62,16,251","4,54,01,61,488.90","1,01,372","39,31,098","63.24"
"RELIANCE","EQ","28-Mar-2012","731.05","730.00","735.90","720.50","727.00","725.70","728.27","41,31,114","3,00,85,74,653.70","76,165","23,88,359","57.81"
"RELIANCE","EQ","29-Mar-2012","725.70","718.00","729.70","718.00","725.00","724.65","725.25","54,80,717","3,97,49,14,110.40","71,743","34,77,313","63.45"
"RELIANCE","EQ","30-Mar-2012","724.65","729.50","753.00","727.10","747.90","750.60","742.83","39,49,204","2,93,36,06,235.60","88,340","20,38,825","51.63"
"RELIANCE","EQ","02-Apr-2012","750.60","749.35","750.85","739.05","741.00","740.55","744.10","25,64,862","1,90,85,13,660.15","62,714","8,70,346","33.93"
"RELIANCE","EQ","03-Apr-2012","740.55","744.25","762.90","744.25","752.00","752.70","754.98","40,03,770","3,02,27,52,084.60","89,633","20,00,389","49.96"
"RELIANCE","EQ","04-Apr-2012","752.70","745.00","757.00","743.45","748.00","747.00","747.85","27,00,412","2,01,95,07,255.85","53,281","11,93,802","44.21"
"RELIANCE","EQ","09-Apr-2012","747.00","740.05","748.00","734.10","742.00","742.15","741.61","26,08,520","1,93,45,14,219.60","50,970","13,88,637","53.23"
"RELIANCE","EQ","10-Apr-2012","742.15","746.00","747.00","738.10","743.55","742.65","742.39","19,13,265","1,42,03,92,609.00","61,737","10,21,252","53.38"
"RELIANCE","EQ","11-Apr-2012","742.65","739.00","739.00","726.30","732.00","730.30","732.04","37,26,842","2,72,81,96,427.60","75,394","23,05,996","61.88"
"RELIANCE","EQ","12-Apr-2012","730.30","733.30","745.60","733.30","742.10","743.30","740.81","26,92,505","1,99,46,47,486.20","58,859","14,67,444","54.50"
"RELIANCE","EQ","13-Apr-2012","743.30","746.05","762.00","737.50","748.95","751.55","753.58","32,49,224","2,44,85,64,328.95","68,408","15,27,141","47.00"
"RELIANCE","EQ","16-Apr-2012","751.55","747.10","753.45","736.00","748.05","748.10","745.73","24,04,246","1,79,29,09,601.80","54,361","11,97,296","49.80"
"RELIANCE","EQ","17-Apr-2012","748.10","754.80","754.80","740.35","746.70","746.40","745.68","31,75,927","2,36,82,18,919.15","66,682","18,53,918","58.37"
"RELIANCE","EQ","18-Apr-2012","746.40","750.00","756.80","742.70","750.00","748.60","749.83","34,28,345","2,57,06,91,564.55","91,185","18,63,243","54.35"
"RELIANCE","EQ","19-Apr-2012","748.60","753.90","753.90","738.50","742.00","741.65","745.07","42,05,746","3,13,35,82,454.40","80,155","27,19,719","64.67"
"RELIANCE","EQ","20-Apr-2012","741.65","740.05","741.00","728.00","731.00","730.85","732.78","34,10,977","2,49,94,80,452.05","66,990","16,32,941","47.87"
"RELIANCE","EQ","23-Apr-2012","730.85","725.85","745.75","724.20","736.00","736.30","737.90","50,53,199","3,72,87,43,969.45","84,580","25,32,023","50.11"
"RELIANCE","EQ","24-Apr-2012","736.30","739.00","740.50","723.70","738.10","735.10","731.22","38,09,316","2,78,54,65,862.50","1,04,969","25,57,140","67.13"
"RELIANCE","EQ","25-Apr-2012","735.10","734.10","742.90","728.05","736.00","736.30","735.38","31,05,631","2,28,38,10,523.70","63,027","19,84,195","63.89"
"RELIANCE","EQ","26-Apr-2012","736.30","737.10","749.00","733.60","740.00","745.05","741.21","34,69,984","2,57,19,83,923.55","59,016","21,85,542","62.98"
"RELIANCE","EQ","27-Apr-2012","745.05","741.30","747.15","736.50","738.00","742.00","740.84","28,57,701","2,11,71,10,226.25","60,974","16,74,332","58.59"
"RELIANCE","EQ","28-Apr-2012","742.00","739.80","741.30","739.00","739.60","739.95","740.02","1,84,780","13,67,40,845.00","2,991","1,26,872","68.66"
"RELIANCE","EQ","30-Apr-2012","739.95","737.50","747.90","737.50","745.00","745.10","744.36","27,76,770","2,06,69,09,809.30","60,846","19,36,747","69.75"
"RELIANCE","EQ","02-May-2012","745.10","747.90","751.40","740.00","744.00","743.55","744.64","28,61,902","2,13,10,83,634.70","43,602","20,98,178","73.31"
"RELIANCE","EQ","03-May-2012","743.55","738.50","744.45","735.15","740.75","738.85","739.96","18,97,162","1,40,38,23,528.85","28,612","12,43,563","65.55"
"RELIANCE","EQ","04-May-2012","738.85","733.40","740.00","722.00","727.00","726.45","730.63","37,78,468","2,76,06,70,998.65","55,620","22,69,296","60.06"
"RELIANCE","EQ","07-May-2012","726.45","715.00","722.00","705.10","715.50","715.70","712.61","45,91,050","3,27,16,29,644.80","1,05,327","28,85,022","62.84"
"RELIANCE","EQ","08-May-2012","715.70","718.00","718.90","699.00","708.65","708.35","708.09","38,85,415","2,75,12,13,918.20","84,182","18,46,331","47.52"
"RELIANCE","EQ","09-May-2012","708.35","702.00","708.30","691.05","697.60","695.10","697.35","36,70,660","2,55,97,48,727.85","89,661","17,34,379","47.25"
"RELIANCE","EQ","10-May-2012","695.10","697.25","708.40","690.55","694.50","694.15","699.89","33,91,819","2,37,38,84,366.75","64,228","16,78,739","49.49"
"RELIANCE","EQ","11-May-2012","694.15","693.00","703.00","688.30","698.00","697.20","696.57","30,42,510","2,11,93,20,202.25","73,508","15,15,336","49.81"
"RELIANCE","EQ","14-May-2012","697.20","698.00","702.80","678.55","681.00","681.30","689.34","40,81,094","2,81,32,72,138.00","85,267","22,83,455","55.95"
"RELIANCE","EQ","15-May-2012","681.30","679.00","688.00","674.10","682.30","681.65","681.37","36,96,346","2,51,85,65,372.50","63,494","21,72,691","58.78"
"RELIANCE","EQ","16-May-2012","681.65","675.00","682.80","673.05","676.15","676.10","676.94","31,01,760","2,09,96,92,885.90","51,753","18,94,078","61.06"
"RELIANCE","EQ","17-May-2012","676.10","680.25","689.85","677.80","686.80","685.15","684.71","35,60,488","2,43,79,01,567.90","79,035","21,88,419","61.46"
"RELIANCE","EQ","18-May-2012","685.15","676.90","696.40","675.00","689.00","688.55","686.29","23,63,960","1,62,23,61,191.35","73,241","12,32,477","52.14"
"RELIANCE","EQ","21-May-2012","688.55","686.50","700.70","686.00","697.00","695.50","696.19","23,34,127","1,62,49,99,475.80","50,396","12,64,425","54.17"
"RELIANCE","EQ","22-May-2012","695.50","704.60","704.60","688.75","690.00","691.10","696.04","29,38,047","2,04,49,92,992.70","57,806","18,28,277","62.23"
"RELIANCE","EQ","23-May-2012","691.10","685.20","689.95","679.55","689.00","686.85","686.04","25,83,348","1,77,22,90,371.40","51,559","15,13,352","58.58"
"RELIANCE","EQ","24-May-2012","686.85","694.00","700.00","686.10","699.95","695.30","693.06","23,99,818","1,66,32,07,675.95","54,052","14,02,172","58.43"
"RELIANCE","EQ","25-May-2012","695.30","695.00","695.30","688.55","690.65","691.20","691.44","30,85,023","2,13,31,11,343.80","55,663","19,38,658","62.84"
"RELIANCE","EQ","28-May-2012","691.20","692.00","703.00","692.00","701.00","701.65","700.04","25,75,102","1,80,26,80,047.95","47,165","16,84,288","65.41"
"RELIANCE","EQ","29-May-2012","701.65","702.20","709.80","697.55","700.95","701.85","704.69","34,34,316","2,42,01,35,922.30","63,055","24,00,425","69.90"
"RELIANCE","EQ","30-May-2012","701.85","699.65","708.65","695.15","707.50","706.25","703.25","35,21,032","2,47,61,59,513.65","60,912","22,35,469","63.49"
"RELIANCE","EQ","31-May-2012","706.25","697.00","729.05","682.35","718.00","705.60","697.75","90,24,961","6,29,71,69,279.80","1,10,649","66,10,876","73.25"
"RELIANCE","EQ","01-Jun-2012","705.60","707.35","709.45","678.05","680.15","685.25","693.37","40,96,569","2,84,04,29,302.45","79,097","24,88,962","60.76"
"RELIANCE","EQ","04-Jun-2012","685.25","677.00","697.00","673.40","695.70","692.75","686.83","32,61,847","2,24,03,43,700.20","66,265","19,15,088","58.71"
"RELIANCE","EQ","05-Jun-2012","692.75","696.00","706.00","695.10","700.30","702.55","700.86","30,36,638","2,12,82,69,867.00","73,950","18,97,379","62.48"
"RELIANCE","EQ","06-Jun-2012","702.55","704.45","718.00","698.50","714.00","715.90","710.20","53,15,222","3,77,48,81,501.90","98,778","34,96,219","65.78"
"RELIANCE","EQ","07-Jun-2012","715.90","721.05","731.90","716.25","722.00","721.25","724.75","63,87,716","4,62,95,27,584.70","1,32,909","32,14,601","50.32"
"RELIANCE","EQ","08-Jun-2012","721.25","718.00","731.90","712.30","729.00","729.70","722.57","29,07,005","2,10,05,09,907.90","54,345","12,83,417","44.15"
"RELIANCE","EQ","11-Jun-2012","729.70","732.70","736.40","718.10","718.70","722.25","729.44","22,75,396","1,65,97,68,030.15","47,835","11,26,866","49.52"
"RELIANCE","EQ","12-Jun-2012","722.25","715.00","726.00","714.40","722.00","722.95","721.99","27,34,310","1,97,41,55,311.90","52,480","15,97,362","58.42"
"RELIANCE","EQ","13-Jun-2012","722.95","722.25","723.95","712.40","716.05","716.30","716.70","22,74,408","1,63,00,59,930.65","42,593","12,34,446","54.28"
"RELIANCE","EQ","14-Jun-2012","716.30","716.00","720.80","711.05","716.55","716.35","715.76","17,09,717","1,22,37,45,756.40","57,338","8,87,896","51.93"
"RELIANCE","EQ","15-Jun-2012","716.35","718.50","729.80","718.50","726.45","726.75","725.60","22,71,367","1,64,81,04,903.75","51,486","13,78,193","60.68"
"RELIANCE","EQ","18-Jun-2012","726.75","730.35","734.50","712.00","719.80","718.90","719.94","22,93,698","1,65,13,17,059.00","58,428","12,14,792","52.96"
"RELIANCE","EQ","19-Jun-2012","718.90","717.00","739.40","717.00","737.00","737.45","730.64","17,83,875","1,30,33,68,908.80","55,284","7,21,432","40.44"
"RELIANCE","EQ","20-Jun-2012","737.45","738.00","742.95","733.00","739.20","737.40","738.14","23,57,462","1,74,01,29,803.35","49,251","13,21,535","56.06"
"RELIANCE","EQ","21-Jun-2012","737.40","734.00","734.00","710.40","718.50","718.70","716.92","51,68,092","3,70,51,27,671.05","1,16,403","29,43,745","56.96"
"RELIANCE","EQ","22-Jun-2012","718.70","713.55","714.90","703.55","710.20","711.00","709.60","43,72,864","3,10,29,89,665.85","1,05,038","26,49,186","60.58"
"RELIANCE","EQ","25-Jun-2012","711.00","714.20","722.95","712.00","717.05","716.20","717.79","25,40,620","1,82,36,19,724.75","50,405","11,46,007","45.11"
"RELIANCE","EQ","26-Jun-2012","716.20","717.50","725.50","714.45","724.00","723.50","720.12","36,76,587","2,64,75,86,969.75","64,679","18,40,218","50.05"
"RELIANCE","EQ","27-Jun-2012","723.50","726.40","729.60","718.00","724.10","722.50","722.47","17,61,932","1,27,29,39,740.55","39,671","8,04,837","45.68"
"RELIANCE","EQ","28-Jun-2012","722.50","724.40","727.80","716.65","717.20","719.90","721.43","27,20,915","1,96,29,44,673.20","41,481","17,43,425","64.07"
"RELIANCE","EQ","29-Jun-2012","719.90","725.10","740.90","725.10","735.40","737.85","733.77","38,33,575","2,81,29,76,231.00","74,188","23,98,203","62.56"
"RELIANCE","EQ","02-Jul-2012","737.85","735.50","740.80","730.15","737.50","737.40","735.36","15,61,673","1,14,83,93,871.85","31,873","6,85,482","43.89"
"RELIANCE","EQ","03-Jul-2012","737.40","739.95","742.65","731.30","735.70","736.35","736.89","23,53,246","1,73,40,81,516.15","75,453","13,80,759","58.67"
"RELIANCE","EQ","04-Jul-2012","736.35","740.00","740.00","728.85","733.80","734.25","733.14","21,36,594","1,56,64,29,821.85","56,329","10,91,017","51.06"
"RELIANCE","EQ","05-Jul-2012","734.25","734.95","742.40","732.05","737.40","738.70","738.79","17,84,218","1,31,81,62,859.40","34,006","8,81,405","49.40"
"RELIANCE","EQ","06-Jul-2012","738.70","738.00","738.00","729.50","735.35","734.85","733.31","21,16,579","1,55,21,05,076.90","37,398","11,14,362","52.65"
"RELIANCE","EQ","09-Jul-2012","734.85","729.00","733.80","726.10","727.35","731.80","730.75","17,82,674","1,30,26,88,942.55","30,563","8,92,118","50.04"
"RELIANCE","EQ","10-Jul-2012","731.80","731.45","742.00","730.80","741.60","739.70","737.48","13,65,637","1,00,71,27,926.80","32,126","6,21,393","45.50"
"RELIANCE","EQ","11-Jul-2012","739.70","733.45","736.60","722.00","725.25","725.65","728.54","27,28,637","1,98,79,30,735.45","56,159","17,09,119","62.64"
"RELIANCE","EQ","12-Jul-2012","725.65","721.90","729.80","717.10","721.20","721.20","722.97","23,01,028","1,66,35,71,898.25","43,523","14,19,459","61.69"
"RELIANCE","EQ","13-Jul-2012","721.20","720.00","726.50","715.00","718.05","718.50","721.11","25,99,717","1,87,46,72,194.10","40,269","15,56,102","59.86"
"RELIANCE","EQ","16-Jul-2012","718.50","720.00","724.15","715.05","719.35","720.35","720.59","16,70,329","1,20,36,16,168.80","34,075","8,60,712","51.53"
"RELIANCE","EQ","17-Jul-2012","720.35","724.80","727.95","717.30","718.50","719.35","722.26","26,05,134","1,88,15,87,451.25","53,005","18,36,149","70.48"
"RELIANCE","EQ","18-Jul-2012","719.35","718.00","721.85","712.20","715.10","715.80","715.42","19,55,014","1,39,86,47,506.20","43,341","11,26,804","57.64"
"RELIANCE","EQ","19-Jul-2012","715.80","720.20","729.90","718.00","727.00","727.80","724.95","26,70,132","1,93,57,16,915.35","62,059","15,87,202","59.44"
"RELIANCE","EQ","20-Jul-2012","727.80","722.30","728.85","717.05","721.90","722.65","723.51","28,36,027","2,05,19,00,727.25","52,794","16,01,541","56.47"
"RELIANCE","EQ","23-Jul-2012","722.65","715.00","725.80","713.30","717.55","719.00","719.63","23,36,356","1,68,13,21,599.40","41,568","12,75,628","54.60"
"RELIANCE","EQ","24-Jul-2012","719.00","721.00","726.85","718.35","723.20","724.50","722.79","18,36,693","1,32,75,38,040.70","31,005","9,23,045","50.26"
"RELIANCE","EQ","25-Jul-2012","724.50","720.40","724.55","712.15","718.90","719.25","717.39","19,99,696","1,43,45,68,637.85","35,557","11,25,917","56.30"
"RELIANCE","EQ","26-Jul-2012","719.25","720.90","720.90","706.65","709.55","710.15","713.28","32,04,015","2,28,53,75,458.00","44,202","22,24,274","69.42"
"RELIANCE","EQ","27-Jul-2012","710.15","719.00","726.80","716.15","722.00","721.00","721.34","30,78,195","2,22,04,20,422.00","74,111","20,77,735","67.50"
"RELIANCE","EQ","30-Jul-2012","721.00","723.00","731.80","721.85","730.45","729.60","727.07","15,91,825","1,15,73,75,250.95","38,766","10,08,612","63.36"
"RELIANCE","EQ","31-Jul-2012","729.60","731.60","746.10","721.00","742.65","743.60","736.08","30,81,258","2,26,80,60,936.85","57,226","18,10,528","58.76"
"RELIANCE","EQ","01-Aug-2012","743.60","740.25","750.90","738.60","743.40","746.75","746.09","32,98,891","2,46,12,61,132.00","54,024","19,07,157","57.81"
"RELIANCE","EQ","02-Aug-2012","746.75","742.10","747.60","736.75","740.25","739.55","741.94","18,22,852","1,35,24,42,077.90","36,433","11,37,410","62.40"
"RELIANCE","EQ","03-Aug-2012","739.55","735.00","748.00","730.55","741.90","742.55","739.12","25,01,572","1,84,89,72,032.85","34,583","15,05,516","60.18"
"RELIANCE","EQ","06-Aug-2012","742.55","748.05","789.40","748.05","783.50","786.05","778.06","85,45,516","6,64,88,91,342.60","1,60,090","43,52,405","50.93"
"RELIANCE","EQ","07-Aug-2012","786.05","786.05","795.95","777.75","781.15","783.75","786.49","44,96,299","3,53,63,11,060.60","1,02,703","15,91,940","35.41"
"RELIANCE","EQ","08-Aug-2012","783.75","785.05","799.00","782.55","788.40","790.80","792.54","41,99,284","3,32,80,81,650.50","86,248","23,01,766","54.81"
"RELIANCE","EQ","09-Aug-2012","790.80","788.90","796.40","776.65","781.70","780.15","783.59","29,14,451","2,28,37,21,195.70","59,295","16,68,461","57.25"
"RELIANCE","EQ","10-Aug-2012","780.15","777.65","789.00","774.15","782.50","782.10","783.51","24,40,868","1,91,24,51,067.45","41,855","12,12,556","49.68"
"RELIANCE","EQ","13-Aug-2012","782.10","779.50","790.00","779.50","788.00","788.15","786.75","14,13,458","1,11,20,32,665.55","36,302","7,33,280","51.88"
"RELIANCE","EQ","14-Aug-2012","788.15","787.90","802.00","787.00","800.40","799.55","797.00","37,73,614","3,00,75,61,919.10","77,245","24,10,278","63.87"
"RELIANCE","EQ","16-Aug-2012","799.55","802.05","821.85","799.10","816.80","816.15","813.36","49,44,737","4,02,18,60,886.55","1,08,711","28,00,341","56.63"
"RELIANCE","EQ","17-Aug-2012","816.15","817.90","824.90","809.65","815.45","816.10","817.60","32,75,638","2,67,81,67,274.80","80,786","17,03,222","52.00"
"RELIANCE","EQ","21-Aug-2012","816.10","816.00","823.90","812.30","812.50","814.25","816.52","25,27,532","2,06,37,79,757.00","47,774","15,74,678","62.30"
"RELIANCE","EQ","22-Aug-2012","814.25","809.20","815.50","805.70","807.50","807.80","809.80","19,99,746","1,61,93,95,158.75","47,976","12,27,620","61.39"
"RELIANCE","EQ","23-Aug-2012","807.80","810.55","811.40","787.95","793.80","794.50","800.02","38,08,432","3,04,68,14,011.65","72,141","25,15,703","66.06"
"RELIANCE","EQ","24-Aug-2012","794.50","791.75","794.50","778.70","785.20","782.10","784.18","34,55,630","2,70,98,39,818.85","79,574","21,03,121","60.86"
"RELIANCE","EQ","27-Aug-2012","782.10","786.00","796.20","783.50","786.85","787.35","788.68","20,92,529","1,65,03,28,024.75","45,462","12,45,556","59.52"
"RELIANCE","EQ","28-Aug-2012","787.35","786.85","793.90","778.55","788.40","790.20","785.52","20,05,624","1,57,54,49,015.10","42,221","10,71,872","53.44"
"RELIANCE","EQ","29-Aug-2012","790.20","791.00","797.50","780.30","780.30","782.15","787.32","20,21,201","1,59,13,39,304.55","65,723","10,32,209","51.07"
"RELIANCE","EQ","30-Aug-2012","782.15","779.75","791.85","768.60","783.00","783.40","780.44","62,27,911","4,86,05,14,091.60","68,903","30,13,801","48.39"
"RELIANCE","EQ","31-Aug-2012","783.40","780.00","784.40","762.70","765.05","766.40","770.65","33,78,863","2,60,39,32,708.15","59,356","21,98,137","65.06"
"RELIANCE","EQ","03-Sep-2012","766.40","768.00","769.95","760.05","762.30","763.05","764.13","22,37,861","1,71,00,12,640.70","66,474","14,09,015","62.96"
"RELIANCE","EQ","04-Sep-2012","763.05","763.95","781.15","762.20","780.80","779.60","773.88","20,01,239","1,54,87,22,148.95","57,608","9,80,792","49.01"
"RELIANCE","EQ","05-Sep-2012","779.60","775.25","779.95","764.20","768.45","771.15","770.94","30,12,632","2,32,25,59,096.30","43,141","18,92,753","62.83"
