"Symbol  ","Series  ","Date  ","Prev Close  ","Open Price  ","High Price  ","Low Price  ","Last Price  ","Close Price  ","Average Price ","Total Traded Quantity  ","Turnover ₹  ","No. of Trades  ","Deliverable Qty  ","% Dly Qt to Traded Qty  "
"RELIANCE","EQ","15-Feb-2013","856.05","854.90","857.40","834.10","843.75","845.80","844.06","32,89,431","2,77,64,79,125.70","1,02,410","17,71,944","53.87"
"RELIANCE","EQ","18-Feb-2013","845.80","848.00","854.60","843.20","846.55","847.50","849.98","12,13,793","1,03,17,05,457.55","37,609","4,97,085","40.95"
"RELIANCE","EQ","19-Feb-2013","847.50","849.00","855.00","834.25","854.25","848.40","842.32","22,12,004","1,86,32,05,014.15","67,628","9,06,442","40.98"
"RELIANCE","EQ","20-Feb-2013","848.40","857.95","878.85","856.60","875.50","874.80","869.85","33,99,774","2,95,72,81,772.15","83,256","13,04,042","38.36"
"RELIANCE","EQ","21-Feb-2013","874.80","869.00","876.80","853.65","856.00","859.20","863.96","37,06,369","3,20,21,51,449.30","78,597","18,49,224","49.89"
"RELIANCE","EQ","22-Feb-2013","859.20","858.50","872.00","858.00","862.50","862.60","865.72","22,23,041","1,92,45,30,729.65","80,843","10,56,149","47.51"
"RELIANCE","EQ","25-Feb-2013","862.60","864.00","864.95","851.00","851.15","854.35","854.99","22,58,056","1,93,06,16,726.55","90,782","12,51,247","55.41"
"RELIANCE","EQ","26-Feb-2013","854.35","849.70","849.70","818.75","828.80","823.50","831.39","30,80,139","2,56,07,92,337.65","1,09,004","15,37,957","49.93"
"RELIANCE","EQ","27-Feb-2013","823.50","830.00","840.95","827.15","830.00","831.30","833.99","40,48,013","3,37,59,95,341.30","1,16,288","26,85,974","66.35"
"RELIANCE","EQ","28-Feb-2013","831.30","837.20","839.55","805.75","817.00","813.85","819.00","63,24,405","5,17,96,92,459.70","1,30,981","38,32,737","60.60"
"RELIANCE","EQ","01-Mar-2013","813.85","816.00","818.50","805.50","808.20","810.40","811.41","31,78,835","2,57,93,39,959.65","71,387","17,04,933","53.63"
"RELIANCE","EQ","04-Mar-2013","810.40","808.90","818.25","804.90","812.10","812.60","812.14","34,16,863","2,77,49,69,720.45","79,898","22,43,926","65.67"
"RELIANCE","EQ","05-Mar-2013","812.60","819.10","834.45","819.10","825.75","826.35","827.47","30,08,011","2,48,90,27,930.50","80,798","16,99,963","56.51"
"RELIANCE","EQ","06-Mar-2013","826.35","831.90","838.40","826.70","834.55","835.25","833.46","24,63,693","2,05,33,80,844.85","59,431","13,23,917","53.74"
"RELIANCE","EQ","07-Mar-2013","835.25","831.25","841.50","824.05","841.50","836.50","830.21","24,06,954","1,99,82,67,485.55","87,301","13,78,229","57.26"
"RELIANCE","EQ","08-Mar-2013","836.50","843.00","854.70","840.00","852.10","851.30","847.87","23,15,993","1,96,36,67,172.55","77,766","11,62,031","50.17"
"RELIANCE","EQ","11-Mar-2013","851.30","852.10","860.60","840.05","841.50","844.50","852.03","24,15,898","2,05,84,16,676.80","71,745","12,29,665","50.90"
"RELIANCE","EQ","12-Mar-2013","844.50","850.50","854.50","843.55","845.85","847.85","849.93","19,54,963","1,66,15,73,330.35","67,429","7,92,518","40.54"
"RELIANCE","EQ","13-Mar-2013","847.85","842.20","856.60","840.20","841.75","845.00","849.89","21,49,116","1,82,65,13,774.45","81,751","9,87,912","45.97"
"RELIANCE","EQ","14-Mar-2013","845.00","844.00","863.45","835.25","861.30","860.05","851.07","33,80,827","2,87,73,12,819.55","77,247","16,88,905","49.96"
"RELIANCE","EQ","15-Mar-2013","860.05","864.75","869.40","838.30","843.60","843.65","849.45","29,24,340","2,48,40,92,222.85","96,702","11,74,871","40.18"
"RELIANCE","EQ","18-Mar-2013","843.65","835.00","843.50","830.80","834.50","834.30","836.76","18,33,998","1,53,46,07,230.05","42,162","9,42,438","51.39"
"RELIANCE","EQ","19-Mar-2013","834.30","836.60","839.00","811.90","825.05","825.00","824.98","41,07,716","3,38,87,79,276.25","76,721","24,60,720","59.90"
"RELIANCE","EQ","20-Mar-2013","825.00","829.40","829.80","813.35","820.50","822.70","820.16","46,12,611","3,78,30,73,213.90","1,32,894","27,32,973","59.25"
"RELIANCE","EQ","21-Mar-2013","822.70","825.00","832.80","804.75","806.00","812.60","820.76","38,08,222","3,12,56,41,485.90","86,056","20,19,385","53.03"
"RELIANCE","EQ","22-Mar-2013","812.60","808.30","821.00","804.35","810.95","810.60","811.54","27,14,879","2,20,32,41,993.20","87,272","15,15,220","55.81"
"RELIANCE","EQ","25-Mar-2013","810.60","820.60","823.35","802.25","806.90","809.25","814.29","32,13,575","2,61,67,70,152.75","80,772","20,36,794","63.38"
"RELIANCE","EQ","26-Mar-2013","809.25","802.50","805.00","780.00","782.00","783.35","790.33","44,49,515","3,51,65,86,805.70","1,22,048","27,94,347","62.80"
"RELIANCE","EQ","28-Mar-2013","783.35","785.00","785.95","764.40","778.00","772.90","773.51","60,60,564","4,68,79,28,632.75","1,48,724","40,94,247","67.56"
"RELIANCE","EQ","01-Apr-2013","772.90","781.00","790.80","773.80","779.35","778.75","779.78","19,03,323","1,48,41,77,315.40","55,306","8,67,814","45.59"
"RELIANCE","EQ","02-Apr-2013","778.75","780.20","796.50","778.30","795.45","793.90","788.57","25,39,732","2,00,27,65,080.20","72,451","14,55,258","57.30"
"RELIANCE","EQ","03-Apr-2013","793.90","797.80","799.00","771.00","775.50","776.55","786.99","21,30,749","1,67,68,75,960.50","61,301","8,54,795","40.12"
"RELIANCE","EQ","04-Apr-2013","776.55","772.50","777.95","764.20","769.15","767.55","769.23","27,23,719","2,09,51,55,132.95","79,959","13,71,301","50.35"
"RELIANCE","EQ","05-Apr-2013","767.55","769.00","782.40","767.70","779.15","780.10","776.36","29,69,243","2,30,51,87,993.75","90,676","17,68,038","59.55"
"RELIANCE","EQ","08-Apr-2013","780.10","778.10","794.35","778.00","789.50","789.40","788.45","20,29,499","1,60,01,59,224.30","69,182","11,53,982","56.86"
"RELIANCE","EQ","09-Apr-2013","789.40","792.10","795.60","771.10","777.70","776.95","783.91","29,90,299","2,34,41,24,216.20","88,403","18,06,928","60.43"
"RELIANCE","EQ","10-Apr-2013","776.95","780.10","783.95","771.60","778.00","779.40","777.87","27,86,488","2,16,75,26,884.90","65,571","15,34,462","55.07"
"RELIANCE","EQ","11-Apr-2013","779.40","784.00","785.10","764.15","768.10","771.10","771.37","26,12,370","2,01,50,97,082.00","71,229","10,87,952","41.65"
"RELIANCE","EQ","12-Apr-2013","771.10","767.00","780.40","765.00","775.00","775.35","774.40","25,94,372","2,00,90,93,654.75","68,482","14,75,117","56.86"
"RELIANCE","EQ","15-Apr-2013","775.35","773.05","799.95","773.05","794.20","793.60","789.79","36,99,483","2,92,18,18,636.40","1,01,959","22,99,733","62.16"
"RELIANCE","EQ","16-Apr-2013","793.60","797.00","810.00","785.40","801.95","804.95","801.67","40,62,976","3,25,71,60,700.30","1,06,932","18,56,134","45.68"
"RELIANCE","EQ","17-Apr-2013","804.95","805.85","809.60","769.20","778.05","773.70","781.78","73,38,828","5,73,73,30,601.75","2,09,414","40,47,805","55.16"
"RELIANCE","EQ","18-Apr-2013","773.70","776.50","785.20","772.65","781.00","781.60","779.71","31,52,921","2,45,83,75,679.30","86,171","18,28,587","58.00"
"RELIANCE","EQ","22-Apr-2013","781.60","786.00","794.70","778.30","789.85","789.75","788.06","29,23,783","2,30,41,18,427.30","64,893","15,89,688","54.37"
"RELIANCE","EQ","23-Apr-2013","789.75","791.50","805.80","786.05","803.55","803.70","796.84","28,24,426","2,25,06,19,844.15","67,551","16,47,834","58.34"
"RELIANCE","EQ","25-Apr-2013","803.70","807.60","826.60","807.60","819.00","819.65","818.62","59,25,225","4,85,05,35,813.40","1,35,376","37,01,991","62.48"
"RELIANCE","EQ","26-Apr-2013","819.65","813.00","825.00","789.70","793.70","792.40","803.95","47,66,434","3,83,19,69,322.60","1,18,690","31,85,043","66.82"
"RELIANCE","EQ","29-Apr-2013","792.40","793.10","798.90","788.45","793.50","792.65","792.93","47,93,061","3,80,05,40,845.05","63,458","39,25,953","81.91"
"RELIANCE","EQ","30-Apr-2013","792.65","793.65","796.65","777.15","786.10","788.20","785.65","40,11,397","3,15,15,69,262.50","99,417","28,17,576","70.24"
"RELIANCE","EQ","02-May-2013","788.20","787.40","807.00","783.40","805.10","802.90","796.38","62,25,752","4,95,80,68,542.40","1,21,839","42,66,015","68.52"
"RELIANCE","EQ","03-May-2013","802.90","803.00","815.90","794.90","799.70","800.50","806.48","29,52,640","2,38,12,41,876.75","78,141","13,44,220","45.53"
"RELIANCE","EQ","06-May-2013","800.50","802.20","824.95","802.20","822.50","821.60","817.64","21,39,146","1,74,90,52,560.90","67,170","9,78,596","45.75"
"RELIANCE","EQ","07-May-2013","821.60","821.50","835.90","819.65","830.00","828.15","826.94","37,78,450","3,12,45,47,368.60","1,20,686","21,97,368","58.16"
"RELIANCE","EQ","08-May-2013","828.15","830.10","832.90","822.05","830.20","829.65","827.80","27,10,630","2,24,38,65,865.85","67,270","14,66,038","54.08"
"RELIANCE","EQ","09-May-2013","829.65","828.40","831.65","815.00","819.30","818.10","819.62","18,70,391","1,53,30,08,875.10","68,117","8,91,386","47.66"
"RELIANCE","EQ","10-May-2013","818.10","814.70","820.50","809.20","811.00","812.95","814.66","20,75,931","1,69,11,77,385.05","62,912","10,06,149","48.47"
"RELIANCE","EQ","11-May-2013","812.95","813.40","814.90","812.00","813.80","814.10","813.79","1,11,054","9,03,74,422.10","3,338","31,741","28.58"
"RELIANCE","EQ","13-May-2013","814.10","813.35","825.50","798.80","803.00","803.00","812.59","20,77,188","1,68,79,07,452.10","64,524","8,68,532","41.81"
"RELIANCE","EQ","14-May-2013","803.00","800.55","809.00","795.60","798.80","798.15","803.28","20,17,950","1,62,09,84,023.20","66,193","11,05,015","54.76"
"RELIANCE","EQ","15-May-2013","798.15","802.00","820.80","802.00","818.20","819.00","813.64","25,72,806","2,09,33,32,728.70","78,795","13,55,216","52.67"
"RELIANCE","EQ","16-May-2013","819.00","816.00","843.80","815.50","839.00","840.65","834.91","34,73,901","2,90,03,82,865.75","89,003","17,49,832","50.37"
"RELIANCE","EQ","17-May-2013","840.65","840.65","844.70","823.30","836.55","835.50","833.22","28,53,857","2,37,78,77,271.20","80,977","15,87,823","55.64"
"RELIANCE","EQ","20-May-2013","835.50","837.40","855.00","828.75","831.85","831.15","842.53","30,25,949","2,54,94,53,116.65","83,570","14,98,905","49.54"
"RELIANCE","EQ","21-May-2013","831.15","831.10","840.00","825.30","826.30","828.60","832.71","24,21,664","2,01,65,46,278.20","68,950","11,22,189","46.34"
"RELIANCE","EQ","22-May-2013","828.60","830.10","834.00","813.50","819.00","818.75","820.90","28,75,414","2,36,04,26,678.00","78,955","16,18,570","56.29"
"RELIANCE","EQ","23-May-2013","818.75","811.65","816.00","780.10","782.60","784.45","796.68","29,25,439","2,33,06,25,124.10","87,540","15,27,421","52.21"
"RELIANCE","EQ","24-May-2013","784.45","793.40","794.70","779.20","785.60","786.45","788.58","18,23,040","1,43,76,17,158.30","59,018","7,31,249","40.11"
"RELIANCE","EQ","27-May-2013","786.45","802.75","832.80","801.00","826.70","828.30","820.20","43,33,130","3,55,40,22,409.80","2,20,572","21,16,124","48.84"
"RELIANCE","EQ","28-May-2013","828.30","830.00","846.90","826.20","843.05","843.40","836.84","49,68,154","4,15,75,69,420.25","1,69,650","28,95,556","58.28"
"RELIANCE","BL","28-May-2013","815.00","828.00","828.00","828.00","828.00","828.00","828.00","2,04,00,000","16,89,12,00,000.00","1","2,04,00,000","100.00"
"RELIANCE","EQ","29-May-2013","843.40","840.50","849.80","833.45","847.05","847.90","841.59","58,86,563","4,95,40,75,367.95","1,40,572","43,54,489","73.97"
"RELIANCE","EQ","30-May-2013","847.90","845.00","846.00","830.00","833.00","836.80","836.76","41,65,950","3,48,58,87,171.75","1,02,328","26,01,603","62.45"
"RELIANCE","EQ","31-May-2013","836.80","834.10","835.75","802.10","805.00","806.30","812.13","39,22,347","3,18,54,58,370.80","1,16,724","22,90,365","58.39"
"RELIANCE","EQ","03-Jun-2013","806.30","803.70","805.35","785.25","787.50","787.90","790.36","32,37,910","2,55,91,23,508.85","1,03,285","20,25,707","62.56"
"RELIANCE","EQ","04-Jun-2013","787.90","790.60","799.80","779.15","780.30","780.20","790.21","33,72,217","2,66,47,50,262.75","84,860","20,42,975","60.58"
"RELIANCE","EQ","05-Jun-2013","780.20","780.50","804.30","780.50","802.00","802.00","794.01","29,14,171","2,31,38,83,492.95","90,942","13,42,123","46.06"
"RELIANCE","EQ","06-Jun-2013","802.00","800.00","803.90","788.10","790.95","792.00","794.02","39,11,834","3,10,60,86,805.40","1,09,397","15,07,549","38.54"
"RELIANCE","EQ","07-Jun-2013","792.00","794.20","802.00","781.00","783.95","783.60","792.51","21,53,414","1,70,66,05,681.85","70,114","7,57,357","35.17"
"RELIANCE","EQ","10-Jun-2013","783.60","789.00","795.50","782.00","792.00","789.35","788.95","25,97,020","2,04,89,23,498.40","94,795","13,44,787","51.78"
"RELIANCE","EQ","11-Jun-2013","789.35","783.50","791.50","775.30","786.00","785.60","784.74","30,26,936","2,37,53,70,240.85","99,272","15,50,592","51.23"
"RELIANCE","EQ","12-Jun-2013","785.60","783.05","797.50","782.20","791.45","790.80","790.15","29,20,051","2,30,72,83,273.50","71,199","15,92,378","54.53"
"RELIANCE","BL","12-Jun-2013","828.00","785.05","785.05","785.05","785.05","785.05","785.05","56,00,000","4,39,62,80,000.00","1","56,00,000","100.00"
"RELIANCE","EQ","13-Jun-2013","790.80","783.00","792.90","780.55","791.30","789.80","787.26","22,23,263","1,75,02,84,424.10","56,095","11,71,114","52.68"
"RELIANCE","EQ","14-Jun-2013","789.80","796.20","819.85","796.10","816.55","814.65","809.25","40,17,490","3,25,11,43,014.05","92,478","25,00,798","62.25"
"RELIANCE","EQ","17-Jun-2013","814.65","815.50","827.90","811.10","825.00","825.55","820.95","25,34,907","2,08,10,23,669.15","70,468","13,10,689","51.71"
"RELIANCE","EQ","18-Jun-2013","825.55","823.70","837.50","817.45","820.10","823.40","828.19","35,79,236","2,96,42,84,343.35","96,881","16,81,471","46.98"
"RELIANCE","EQ","19-Jun-2013","823.40","822.00","833.25","814.90","830.00","831.70","824.70","39,61,700","3,26,72,21,972.50","1,12,637","21,07,167","53.19"
"RELIANCE","EQ","20-Jun-2013","831.70","817.90","817.90","795.00","800.05","798.00","804.43","39,82,470","3,20,36,25,780.10","89,316","19,50,168","48.97"
"RELIANCE","EQ","21-Jun-2013","798.00","799.90","810.35","783.60","792.80","792.85","799.99","46,82,806","3,74,62,00,439.10","1,12,187","24,64,432","52.63"
"RELIANCE","EQ","24-Jun-2013","792.85","790.00","796.15","778.50","796.00","792.65","789.94","37,28,564","2,94,53,25,980.70","89,157","22,16,419","59.44"
"RELIANCE","EQ","25-Jun-2013","792.65","799.70","819.90","795.00","802.15","803.80","807.56","43,96,198","3,55,02,10,360.25","1,25,381","24,58,898","55.93"
"RELIANCE","EQ","26-Jun-2013","803.80","809.45","814.45","801.10","803.50","803.60","808.71","38,08,494","3,07,99,50,646.75","1,35,269","25,52,982","67.03"
"RELIANCE","EQ","27-Jun-2013","803.60","816.50","836.95","814.40","829.35","830.00","826.62","58,86,358","4,86,58,00,991.65","1,40,987","33,32,236","56.61"
"RELIANCE","EQ","28-Jun-2013","830.00","869.50","873.00","846.00","860.45","862.60","858.94","1,10,02,553","9,45,05,23,201.00","2,30,821","73,24,824","66.57"
"RELIANCE","EQ","01-Jul-2013","862.60","862.00","888.00","855.65","887.20","885.70","878.74","46,85,396","4,11,72,30,843.50","1,18,061","28,29,715","60.39"
"RELIANCE","EQ","02-Jul-2013","885.70","883.10","891.80","868.75","875.00","871.85","878.64","40,64,138","3,57,09,28,675.80","1,13,284","22,62,903","55.68"
"RELIANCE","EQ","03-Jul-2013","871.85","860.50","863.35","848.55","850.00","850.85","853.16","29,29,628","2,49,94,42,103.45","1,12,181","16,24,484","55.45"
"RELIANCE","EQ","04-Jul-2013","850.85","853.10","870.60","847.35","862.50","861.65","860.99","30,24,958","2,60,44,64,647.60","85,140","13,06,005","43.17"
"RELIANCE","EQ","05-Jul-2013","861.65","866.35","884.75","866.35","878.80","880.35","879.11","29,15,951","2,56,34,46,571.90","1,02,945","13,38,994","45.92"
"RELIANCE","EQ","08-Jul-2013","880.35","870.00","873.45","858.15","865.75","866.95","866.68","32,58,017","2,82,36,55,883.95","90,474","18,74,117","57.52"
"RELIANCE","EQ","09-Jul-2013","866.95","869.10","881.80","867.05","874.35","874.80","874.73","29,53,811","2,58,37,78,313.35","62,780","16,04,809","54.33"
"RELIANCE","EQ","10-Jul-2013","874.80","874.25","879.85","839.00","857.00","856.00","858.34","50,83,109","4,36,30,20,000.40","1,19,684","24,41,102","48.02"
"RELIANCE","EQ","11-Jul-2013","856.00","865.00","873.30","859.25","871.85","870.05","867.49","25,98,534","2,25,42,14,557.55","89,698","11,51,647","44.32"
"RELIANCE","EQ","12-Jul-2013","870.05","874.25","896.00","869.60","895.00","889.95","882.49","32,85,192","2,89,91,64,419.40","92,734","15,90,684","48.42"
"RELIANCE","EQ","15-Jul-2013","889.95","886.00","899.90","886.00","896.70","896.85","893.87","29,51,748","2,63,84,72,933.55","64,868","13,05,191","44.22"
"RELIANCE","EQ","16-Jul-2013","896.85","887.00","904.45","883.05","903.00","900.60","896.39","29,65,797","2,65,85,09,347.00","85,566","10,53,571","35.52"
"RELIANCE","EQ","17-Jul-2013","900.60","903.00","917.90","903.00","915.55","914.95","912.79","52,87,638","4,82,64,78,624.80","1,78,085","33,37,776","63.12"
"RELIANCE","EQ","18-Jul-2013","914.95","918.00","919.95","909.20","916.30","917.25","915.24","28,12,387","2,57,40,07,328.60","1,09,834","17,18,067","61.09"
"RELIANCE","EQ","19-Jul-2013","917.25","919.05","927.90","913.05","923.00","923.70","922.82","32,68,422","3,01,61,60,830.80","1,10,341","17,18,146","52.57"
"RELIANCE","EQ","22-Jul-2013","923.70","915.00","915.00","898.95","907.50","909.05","907.88","38,76,482","3,51,93,76,146.75","87,702","21,30,065","54.95"
"RELIANCE","EQ","23-Jul-2013","909.05","912.05","925.00","907.25","908.15","909.55","915.99","28,41,507","2,60,28,04,398.45","74,458","17,43,498","61.36"
"RELIANCE","EQ","24-Jul-2013","909.55","908.00","916.90","895.15","907.35","909.35","908.89","31,51,838","2,86,46,74,653.40","71,256","18,48,024","58.63"
"RELIANCE","EQ","25-Jul-2013","909.35","905.95","912.20","877.45","892.00","890.75","898.18","36,18,768","3,25,02,93,384.55","71,754","21,02,879","58.11"
"RELIANCE","EQ","26-Jul-2013","890.75","892.20","903.70","885.45","890.00","890.15","895.66","21,86,491","1,95,83,48,288.10","68,650","11,56,907","52.91"
"RELIANCE","EQ","29-Jul-2013","890.15","887.05","898.65","882.55","889.00","885.70","889.87","20,91,846","1,86,14,67,310.65","77,548","9,62,720","46.02"
"RELIANCE","EQ","30-Jul-2013","885.70","887.05","892.00","853.90","864.00","857.35","872.39","26,04,256","2,27,19,20,297.45","86,052","14,19,179","54.49"
"RELIANCE","EQ","31-Jul-2013","857.35","858.65","879.70","842.60","875.55","872.05","860.00","36,10,644","3,10,51,67,954.65","97,081","21,83,263","60.47"
"RELIANCE","EQ","01-Aug-2013","872.05","875.15","882.85","844.85","848.45","850.00","858.47","25,30,722","2,17,25,61,066.40","76,997","12,36,936","48.88"
"RELIANCE","EQ","02-Aug-2013","850.00","860.00","871.95","850.00","857.00","857.35","861.98","29,30,875","2,52,63,60,533.00","1,17,881","16,75,213","57.16"
"RELIANCE","EQ","05-Aug-2013","857.35","860.00","872.90","855.75","860.00","861.55","865.05","28,70,806","2,48,33,85,537.10","61,329","17,41,529","60.66"
"RELIANCE","EQ","06-Aug-2013","861.55","858.45","864.20","830.15","841.10","841.05","848.22","28,37,977","2,40,72,16,503.75","84,214","14,35,697","50.59"
"RELIANCE","EQ","07-Aug-2013","841.05","845.00","881.85","831.00","867.50","872.45","861.80","42,96,180","3,70,24,41,167.20","1,19,260","22,21,663","51.71"
"RELIANCE","EQ","08-Aug-2013","872.45","867.35","872.45","857.15","863.15","865.65","865.30","25,98,354","2,24,83,50,017.85","69,069","14,57,520","56.09"
"RELIANCE","EQ","12-Aug-2013","865.65","869.00","872.85","840.45","842.00","845.65","853.20","19,95,272","1,70,23,65,455.65","67,414","10,11,327","50.69"
"RELIANCE","EQ","13-Aug-2013","845.65","843.00","859.95","835.00","851.75","852.90","851.92","26,37,165","2,24,66,57,910.60","82,934","14,19,166","53.81"
"RELIANCE","EQ","14-Aug-2013","852.90","856.00","868.00","847.45","865.80","865.00","858.17","25,73,906","2,20,88,61,005.70","63,414","12,88,680","50.07"
"RELIANCE","EQ","16-Aug-2013","865.00","865.00","867.00","817.15","832.00","826.70","836.66","62,45,328","5,22,52,15,480.75","1,65,720","37,40,376","59.89"
"RELIANCE","EQ","19-Aug-2013","826.70","823.00","834.00","807.55","817.15","820.25","818.16","36,91,650","3,02,03,68,386.15","1,38,594","19,06,046","51.63"
"RELIANCE","EQ","20-Aug-2013","820.25","811.10","830.80","805.05","822.00","825.35","818.99","26,10,167","2,13,77,01,303.60","65,838","12,05,286","46.18"
"RELIANCE","EQ","21-Aug-2013","825.35","833.00","834.70","780.20","785.75","783.60","807.96","35,91,352","2,90,16,71,720.35","1,10,439","18,30,839","50.98"
"RELIANCE","EQ","22-Aug-2013","783.60","782.45","808.65","774.20","804.65","806.10","791.47","50,95,979","4,03,33,32,897.75","1,84,175","27,14,395","53.27"
"RELIANCE","EQ","23-Aug-2013","806.10","813.70","824.70","808.50","818.45","819.50","816.25","32,76,098","2,67,41,10,749.25","1,18,664","16,89,875","51.58"
"RELIANCE","EQ","26-Aug-2013","819.50","822.50","831.45","808.40","823.00","822.60","819.70","22,66,639","1,85,79,69,220.85","1,09,619","9,94,696","43.88"
"RELIANCE","EQ","27-Aug-2013","822.60","814.00","824.90","800.00","806.00","803.25","811.58","29,93,270","2,42,92,71,777.90","1,16,005","12,79,492","42.75"
"RELIANCE","EQ","28-Aug-2013","803.25","795.10","818.55","763.90","808.00","811.80","790.24","59,00,451","4,66,27,51,126.35","1,71,718","28,48,679","48.28"
"RELIANCE","EQ","29-Aug-2013","811.80","816.00","853.40","812.50","837.30","845.25","834.90","70,49,010","5,88,52,48,680.20","1,66,354","34,73,613","49.28"
"RELIANCE","EQ","30-Aug-2013","845.25","843.80","860.00","828.30","849.50","853.85","843.77","49,01,683","4,13,58,84,115.65","1,22,883","24,89,878","50.80"
"RELIANCE","EQ","02-Sep-2013","853.85","853.20","890.00","853.20","888.00","886.75","874.01","48,12,235","4,20,59,45,948.40","1,09,127","28,54,908","59.33"
"RELIANCE","EQ","03-Sep-2013","886.75","888.20","891.70","828.30","828.45","831.00","852.09","39,60,633","3,37,47,97,750.25","1,34,081","19,04,821","48.09"
