,Date,Close Price,RSI_14,EMA_12,EMA_26,MACD,Volume_Change,Target,dist_sma20,ret_1_z,vol_ratio
45,2011-08-03,825.05,37.27636265611016,847.7650980519072,860.9696180367183,-13.2045199848111,-0.14998118948459183,0,-0.03862455903215756,-0.9492669176352451,1.0161152917977392
46,2011-08-04,812.35,34.109246734089055,842.3166214285369,857.3681648488132,-15.051543420276289,-0.02470369726183974,0,-0.05019408848564207,-0.9227633152985878,1.0602155744033224
47,2011-08-05,792.0,29.747799234086543,834.5756027472235,852.5260785637159,-17.950475816492485,0.9088617648501247,0,-0.07057253084156025,-1.5788419127538498,0.9631625549568246
48,2011-08-08,780.65,27.62605276174382,826.2793561707275,847.2019245960333,-20.922568425305826,-0.15178216168340286,0,-0.07997006499667052,-0.7283624817693142,0.7920521358702504
49,2011-08-09,765.3,25.026297577508615,816.8979167598463,841.1351153666975,-24.237198606851166,0.4678557520209272,0,-0.09365719919586217,-1.0377878767669282,0.786849270072652
50,2011-08-10,772.75,28.541112356416804,810.1059295660237,836.0695512654606,-25.963621699436885,-0.4564474510918437,0,-0.07978291093453693,1.1556808985511897,0.9985765277481227
51,2011-08-11,772.2,28.435128484692598,804.2742480943277,831.338473393945,-27.064225299617306,-0.3863481787324823,0,-0.0751874296390331,0.3807887086130703,0.9219349167858152
52,2011-08-12,760.9,26.2762292830121,797.6012868490466,826.1208086980972,-28.519521849050648,0.581472338664808,0,-0.08255110837809654,-0.6055353848305901,0.946579032257987
53,2011-08-16,759.15,25.94766545535269,791.6857042568856,821.1600080537937,-29.47430379690809,-0.34463888769642703,0,-0.07863716218061348,0.3285039030231579,0.905732666262129
54,2011-08-17,755.0,25.144698146428922,786.0417497558263,816.2592667164756,-30.217516960649277,0.20013457343476992,1,-0.07670107127133985,0.17028143033730536,0.8548977195488533
55,2011-08-18,741.2,22.636174076705657,779.1430190241607,810.6993210337738,-31.55630200961309,0.26436367699796404,1,-0.08603277556506403,-0.8138658938075073,0.8603472337128504
56,2011-08-19,732.55,21.207962659309217,771.9748622512129,804.9104824386795,-32.93562018746661,0.19110938551667145,1,-0.08949667828799784,-0.30489824894016526,0.8618509954275723
57,2011-08-22,757.0,33.90262434512998,769.6710372894878,801.3615578135921,-31.690520524104272,-0.23810059934481242,0,-0.052254338878542646,2.7880720807155255,1.1098624029762478
58,2011-08-23,765.25,37.558344780960006,768.9908777064898,798.6866276051779,-29.695749898688177,0.12829461324524516,0,-0.034820254585470854,1.236633376791013,1.1266690718901176
59,2011-08-24,761.3,36.51696004725679,767.8076657516452,795.9172477825722,-28.10958203092696,-0.2593969535098549,0,-0.03308259694734552,0.10229969693784455,1.0515703149079465
60,2011-08-25,753.5,34.48366514399146,765.6064864052382,792.7752294283075,-27.168743023069283,0.6333982419105959,1,-0.0364203688073864,-0.25743772078530786,1.042112901945041
61,2011-08-26,719.4,27.32136379777799,758.4977961890478,787.3400272484329,-28.842231059385085,-0.08072023159198038,1,-0.07303669390818632,-2.3335685844591962,1.2442605348468119
62,2011-08-29,755.05,41.0958369921741,757.9673660061173,784.9481733781786,-26.980807372061236,-0.06076062836545837,1,-0.022509911805162288,2.6229272133151738,1.2935112043883827
63,2011-08-30,782.6,49.1209949820847,761.7570020051762,784.7742346094246,-23.01723260424842,0.8680627571991888,1,0.016330638615629424,1.7460825410936567,1.2916907786176484
64,2011-09-02,805.45,54.64078340789494,768.4790016966875,786.3057727865043,-17.826771089816816,-0.003823205114960815,1,0.04817274126224479,1.3145386314385479,1.2731558306093678
65,2011-09-05,788.85,50.365875382177194,771.6130014356586,786.494234061578,-14.881232625919438,-0.41380342409624793,1,0.028994061614419194,-0.7863035051939646,1.2713859686709108
66,2011-09-06,821.5,57.42184187020869,779.2879242917111,789.0872537607204,-9.799329469009308,0.5681440354058795,1,0.07094436043176733,1.5986996814970398,1.2306306251315746
67,2011-09-07,833.5,59.68999186924889,787.6282436314477,792.3770868154819,-4.748843184034172,0.003341522037947353,0,0.08365674018890865,0.4750166251783877,1.2244195139496323
68,2011-09-08,852.45,63.03847018918243,797.600821534302,796.8269322365572,0.7738892977447449,0.12233800216469315,0,0.10314528078473499,0.7274440755971391,1.233443415171333
69,2011-09-09,825.75,55.9822563351751,801.9314643751786,798.9693817005159,2.9620826746627245,-0.1621155733611328,0,0.06442974215857195,-1.3884643627672406,1.298989363651857
70,2011-09-12,806.3,51.46312224106988,802.6035467789973,799.5123904634406,3.0911563155566455,-0.37155266391165376,1,0.03711516570304011,-0.9920947552627504,1.3064368669169326
71,2011-09-13,810.25,52.30517301753494,803.7799241976131,800.3077689476302,3.4721552499829613,0.3671220432681157,1,0.03965175996586893,0.08266352383165348,1.104788343394355
72,2011-09-14,825.4,55.494371876644074,807.1060897056726,802.1664527292872,4.939636976385373,-0.19139100610149917,0,0.054726558881126014,0.5477437671379985,0.9977141163803621
73,2011-09-15,836.3,57.68660503668134,811.5974605201845,804.6948636382289,6.902596881955674,-0.006425515817670147,1,0.06341314548020789,0.3074111060858402,0.9310338462124185
74,2011-09-16,825.65,54.84404852465133,813.7593896709254,806.247095961323,7.512293709602432,0.3138002820754735,1,0.04517619507255091,-0.6663373731503311,0.8986680311797971
75,2011-09-19,821.55,53.746055315915996,814.9579451061676,807.3806444086324,7.577300697535179,-0.5227261305220726,0,0.03472379656918302,-0.4034681468889275,0.8667919709134969
76,2011-09-20,851.8,60.0940178783773,820.6259535513726,810.67096704503,9.954986506342607,0.4409031747665191,0,0.06482653440716046,1.0931380372835406,0.8174648864093843
77,2011-09-21,837.6,56.19520418717284,823.2373453126999,812.6657102268797,10.571635085820162,-0.07634864518578277,0,0.041826679395128484,-0.8396033645812438,0.8427284746754331
78,2011-09-22,786.35,44.878295677493206,817.562369110746,810.716398358222,6.845970752523954,0.6029182949845369,1,-0.023201070770874296,-2.088948776238222,0.9288417927350286
79,2011-09-23,770.6,42.07406100115587,810.3373892475543,807.7448132946499,2.592575952904326,0.41083409697054774,1,-0.043318218357092,-0.6909017574579286,0.890162568183071
80,2011-09-26,759.2,40.11995802422072,802.4700985940844,804.1489011987499,-1.6788026046654068,-0.29368971878792205,1,-0.05780441871360255,-0.5100923724128097,0.8716761298478096
81,2011-09-27,797.2,48.67674355985173,801.6593141949945,803.6341677766203,-1.97485358162578,-0.18951371601352274,1,-0.015398296214186653,1.4585806850124834,1.0488232933785913
82,2011-09-28,797.2,48.67674355985172,800.9732658573031,803.15756275613,-2.184296898826915,0.13551251655897212,0,-0.017954482461273052,-0.10847330609014694,1.0884408411997248
83,2011-09-29,807.7,50.92409967461268,802.0081480331027,803.4940395890093,-1.485891555906619,0.25872487631254093,0,-0.006555723651033698,0.4050698787920498,1.1264878481945555
84,2011-09-30,808.35,51.06694589545347,802.9838175664714,803.8537403601937,-0.8699227937222531,0.10892834384602712,0,-0.0059335321425276625,0.010343374704476075,1.151461941407868
85,2011-10-03,788.2,46.544102818405825,800.7093840947066,802.6942040372163,-1.9848199425097164,-0.39591028804080497,1,-0.030674205320715613,-0.9293839130422322,1.1750411052330287
86,2011-10-04,771.6,43.15329397307983,796.2310173109056,800.3909296640892,-4.159912353183586,0.24361013574608115,1,-0.04816828522878318,-0.7090492343721974,1.1209563930695372
87,2011-10-05,767.0,42.23507483747613,791.7339377246125,797.9175274667492,-6.183589742136746,-0.21016487797090389,1,-0.04994596335417382,-0.08345155234268373,1.1313584017339673
88,2011-10-07,802.9,50.99831479122026,793.4517934592875,798.2865995062493,-4.83480604696183,-0.03972279493864039,1,-0.002416614379166237,1.8150063790194715,0.9890063842067442
89,2011-10-10,829.25,56.24515127388795,798.9592098501663,800.5801847280086,-1.6209748778422863,-0.254363893072041,1,0.030098631089910833,1.1743415190758872,0.9917090811119069
90,2011-10-11,827.0,55.69674437967729,803.2731775655254,802.5372080814894,0.7359694840359907,0.058602977988486016,1,0.025984579216058377,-0.16085451202039255,0.9811377659830706
91,2011-10-12,849.65,59.9320549113813,810.4080733246753,806.0270445198977,4.381028804777657,0.09884843744345884,0,0.05151449521982612,0.8965937039176328,0.8451596546914618
92,2011-10-13,846.9,59.19217188722452,816.0222158901099,809.0546708517571,6.967545038352796,0.06275369690730415,0,0.04671857619577302,-0.1788595410983589,0.8569852846728481
93,2011-10-14,866.9,62.790038816022935,823.8495672916314,813.3395100479233,10.510057243708047,-0.026295052238763272,0,0.06941514624427912,0.7776237194549144,0.8673064713577805
94,2011-10-17,833.8,54.263172097373975,825.3804030929189,814.8551018962254,10.525301196693476,0.23396935399574303,1,0.028065903241218725,-1.3532244286827437,0.9681982352966522
95,2011-10-18,819.9,51.12345573922814,824.5372641555467,815.2287980520606,9.308466103486126,-0.17017966167328735,1,0.011030205128521374,-0.5829821586431427,0.9319129344609094
96,2011-10-19,843.0,55.709877431670684,827.3776850546934,817.2859241222784,10.091760932415013,-0.3512097280278462,1,0.040079455654738055,0.9895617070821361,0.9258391313148667
97,2011-10-20,838.7,54.68126166661522,829.1195796616637,818.8721519650726,10.247427696591103,-0.16010217155077977,1,0.03470397374686963,-0.1956247113608414,0.9316619044896479
98,2011-10-21,835.75,53.945370821930325,830.1396443291001,820.1223629306228,10.01728139847728,0.03720500085330558,1,0.02793220505756179,-0.28036567243564314,0.944283672299712
99,2011-10-24,846.5,56.255667728756755,832.656622124623,822.0762619727989,10.580360151824152,-0.1219372508380302,1,0.03631700404610474,0.33031360942608423,0.8838790674097944
100,2011-10-25,875.95,61.89511658346491,839.317141797758,826.066909234073,13.250232563685017,1.5035218561256016,1,0.06476149379005623,1.1255824622913964,0.9608722559938736
101,2011-10-26,873.6,61.21692309713497,844.591427675026,829.587878920438,15.003548754587996,-0.7161658881572807,0,0.0569968874490695,-0.3380831259718268,0.9997399272052788
102,2011-10-28,900.0,65.7563223070363,853.1158234173297,834.8035915929981,18.312231824331548,3.019826938120057,0,0.0822087881365867,1.0449523815537847,1.032880985991952
103,2011-10-31,877.55,59.39029230626655,856.8749275069713,837.969992215739,18.904935291232277,-0.35292354058395725,1,0.05080077832659776,-1.2324162780974388,1.0339800981380165
104,2011-11-01,860.6,55.05641016367649,857.4480155828219,839.6462890886472,17.80172649417466,0.03228675647353074,1,0.027290768289589602,-0.9313640325691558,0.8941858369837993
105,2011-11-02,871.8,57.274998493445786,859.6560131854646,842.0280454524511,17.62796773301352,-0.1607237596926857,1,0.035493382665165905,0.32693726894593306,0.8828278549168448
106,2011-11-03,885.9,59.95504626507927,863.6935496184701,845.2778198633807,18.415729755089387,0.16661666573875977,0,0.045146334053967875,0.39433898847181514,0.8638479466284456
107,2011-11-04,879.95,58.29331147579376,866.1945419848593,847.8461295031303,18.34841248172893,0.13770395776162347,1,0.03125585974123391,-0.6066925077172256,0.8673265736820376
108,2011-11-08,883.7,59.063410569552175,868.887689371804,850.5019717621577,18.385717609646235,-0.4455101047302261,0,0.03077030746978957,-0.03599988713459934,0.9398041329810337
109,2011-11-09,864.95,53.72209170319249,868.281891006911,851.5721960760719,16.709694930839078,0.15259706014071628,0,0.006803592110393855,-1.1449691053093418,1.0278481572693954
110,2011-11-11,885.35,58.15590814418299,870.9077539289248,854.0742556259925,16.8334983029323,0.8637177494606783,0,0.027061358607228914,0.9484112601356374,0.9236781118934129
111,2011-11-14,876.7,55.71825387724848,871.7988687090901,855.7502366907337,16.048632018356443,-0.2641805518857663,0,0.015433618068626084,-0.5636217972609329,0.9636334920090025
112,2011-11-15,861.45,51.61093506142118,870.2067350615378,856.172441380309,14.034293681228746,-0.3812335001516489,0,-0.0030696589814288755,-0.8832831214204255,0.8313084272351082
113,2011-11-16,848.1,48.25726938419096,866.8056988982243,855.5744827595454,11.23121613867886,0.34505280213993084,0,-0.017450364212995815,-0.7123405485347943,0.7973432084358627
114,2011-11-17,809.95,40.2152244465839,858.0586682984974,852.1948914440236,5.8637768544738265,0.8198213977062196,0,-0.06035012819471673,-2.064235393412474,0.9720814605057032
115,2011-11-18,808.1,39.86825372079174,850.3727193294978,848.9286031889108,1.4441161405870844,-0.10473189594541765,0,-0.06185423390373571,-0.0846133095116013,0.9379444146199923
116,2011-11-21,786.35,35.94201277311652,840.5230702018828,844.2931511008434,-3.7700808989606003,-0.18324625598320632,0,-0.08409260990218945,-1.1516741302666,0.9031053868851131
117,2011-11-22,795.2,38.591997659548916,833.5502901708239,840.6566213896698,-7.106331218845867,0.08219555940349199,0,-0.07143211628117438,0.6597787898886563,0.9576694176993389
118,2011-11-23,773.4,34.77568689926596,824.2963993753125,835.6746494348795,-11.378250059566994,0.23672607768613751,1,-0.09358866927237476,-1.1045879525312203,0.9255966223839915
119,2011-11-24,773.15,34.733267909949134,816.4277225483413,831.0431939211848,-14.615471372843444,0.1749052404262985,0,-0.0899701325643327,0.1881137480127546,0.9469995784392641
120,2011-11-25,753.8,31.527716406345277,806.792688310135,825.3214758529489,-18.528787542813916,-0.41898703066955734,1,-0.10632143026509219,-0.9077690604438566,0.8341211595152522
121,2011-11-28,783.8,40.67003175574644,803.2553516470373,822.2458109749527,-18.99045932791546,-0.31830906351147725,1,-0.06578147534535592,2.026946241267906,1.0834554782564894
122,2011-11-29,765.0,37.308264019847336,797.3699129321085,818.0053805323636,-20.635467600255083,0.904563277214065,1,-0.08079400173027025,-0.7699809128394002,1.1633634286496617
123,2011-11-30,778.25,41.00926911269469,794.4283878656303,815.0605375299663,-20.632149664335998,-0.048776293656213054,1,-0.059260826206521386,1.0877660502770727,1.2198431015110105
124,2011-12-01,799.0,46.350730640193724,795.1317128093795,813.8708680833022,-18.739155273922734,0.03191427894840748,1,-0.030569222089432777,1.3602418914924275,1.1048788151510378
125,2011-12-02,812.05,49.4507750995743,797.734526223321,813.7359889660205,-16.00146274269946,-0.04985973390693932,0,-0.011151262013559472,0.8808582564674644,1.1247467810968304
126,2011-12-05,806.75,48.23181974445315,799.1215221889639,813.2185083018708,-14.096986112906848,-0.29443779744100285,0,-0.01284796573875803,-0.09551635226063475,1.0696677595063706
127,2011-12-07,809.8,49.01075600694419,800.7643649291233,812.9652854646952,-12.200920535571868,0.11177935949815776,0,-0.004844898724105118,0.3515953586431052,1.058030058647508
128,2011-12-08,778.85,42.08986440200345,797.3929241707967,810.4382272821252,-13.045303111328508,0.2642308950955423,0,-0.03667285095856535,-1.3937895915363046,1.077692036366061
129,2011-12-09,755.7,37.79117500419853,790.9786281445204,806.3835437797455,-15.404915635225166,0.13554356734208972,0,-0.058948056597605936,-0.991489600930301,1.1391619315816597
130,2011-12-12,727.5,33.32612655940079,781.2126853530557,800.5403183145793,-19.32763296152359,0.010338807138173367,1,-0.08507253394035048,-1.1932163975861236,1.2077790388092817
131,2011-12-13,742.3,37.49976407241905,775.2261183756625,796.2262206616475,-21.000102285985008,0.025786369092299477,0,-0.058502711101246156,1.1695880233805367,1.0470424942969339
132,2011-12-14,741.9,37.431564762127735,770.0990232409453,792.2020561681921,-22.103032927246886,0.01458132669072465,0,-0.051821368206812615,0.27386139495172246,1.0133924652311417
133,2011-12-15,750.15,39.86089764796074,767.0299427423382,789.0870890446224,-22.057146302284195,0.24627811607278516,0,-0.03523889138962122,0.6937283273531474,0.9829753618493927
134,2011-12-16,721.85,34.860721772994054,760.07918232044,784.1065639302059,-24.027381609765825,-0.11834965200398906,1,-0.06634589889348047,-1.3512250193346969,0.9924522098577437
135,2011-12-19,735.3,38.79058101320727,756.2670004249877,780.4912628983388,-24.224262473351132,-0.19122523274005776,1,-0.0444506533420836,0.9422404319963327,0.9801367727982024
136,2011-12-20,713.45,35.08721380610736,749.6797695903742,775.5252434243879,-25.84547383401366,0.17743453915856122,1,-0.0684328728488235,-1.0219204881372912,1.005985342992786
137,2011-12-21,748.0,44.16461087347862,749.4213434995474,773.4863365040628,-24.064993004515372,-0.17784826512193452,1,-0.020301244269810084,1.8837576811015517,1.1464203083765907
138,2011-12-22,754.55,45.714473023735124,750.2103675765402,772.0836449111692,-21.87327733462905,-0.019653307124833375,0,-0.010500847477075565,0.3627595850439942,1.1071716041000095
139,2011-12-23,746.4,44.07509985723632,749.6241571801494,770.1811526955271,-20.556995515377707,-0.21517757373675017,0,-0.019468747536848807,-0.3513249739552741,1.052974380998462
140,2011-12-26,761.0,47.69383590626603,751.3742868447418,769.5010673106732,-18.126780465931347,-0.3231506020235968,0,-0.0007615746211821835,0.7079483440764002,0.9651280793428271
141,2011-12-27,753.05,45.95026866517904,751.6320888686276,768.2824697321048,-16.650380863477153,0.29364532001048604,0,-0.009200143413032907,-0.3507055552321317,1.0162758264998786
142,2011-12-28,739.05,42.971078075399156,749.6963828888388,766.1171016038007,-16.420718714961936,-0.0797707972005407,0,-0.025957337445386856,-0.6944749719570499,1.058322024171129
143,2011-12-29,711.9,37.84645507696946,743.8815547520944,762.1010200035192,-18.219465251424822,0.9262612280793534,1,-0.057619692161061165,-1.2789012231002568,1.105134681757333
144,2011-12-30,692.95,34.73293797045248,736.0459309440799,756.9787222254807,-20.932791281400796,0.22255264863500002,1,-0.07622062989501743,-0.7965858688715763,1.082114043765185
145,2012-01-02,706.55,38.63472120368027,731.5080954142215,753.2432613198896,-21.735165905668055,-0.3546976808413873,0,-0.05141974894274024,1.0483423608949287,1.0784379091864804
146,2012-01-03,724.65,43.477707011846086,730.4530038120336,751.1252419628607,-20.672238150827184,0.08938232240894095,0,-0.021728125063280923,1.17558159955264,1.0261385554138318
147,2012-01-04,716.15,41.80898075624793,728.2525416871053,748.5344832989451,-20.281941611839784,-0.09504107085932267,0,-0.027052729897257398,-0.2277103856083834,0.8198499720797637
148,2012-01-05,699.5,38.677452568420016,723.829073735243,744.9022993508751,-21.073225615632055,0.561824636705599,1,-0.044522910278037724,-0.7206689586015643,0.8550167304254752
149,2012-01-06,717.55,43.60859254800149,722.8630623913594,742.8762031026621,-20.01314071130264,-0.28951040140576767,1,-0.017307198493537682,1.103784436524808,0.9398109352288957
150,2012-01-07,714.75,43.03053720520723,721.6148989465349,740.792780650613,-19.177881704078118,-0.7161658881572807,1,-0.02028647796586931,-0.1367760851204213,0.933767893797775
151,2012-01-09,706.25,41.24324423524149,719.2510683393757,738.234056157975,-18.982987818599327,3.019826938120057,1,-0.029539778563306567,-0.4084350689905105,0.9510969614721969
152,2012-01-10,736.2,49.24301242198149,721.8585962871641,738.0833853314583,-16.224789044294198,0.07253267879771919,0,0.012010928398371144,1.652778989656346,1.0374059465505743
153,2012-01-11,748.25,52.07047965347148,725.918812242985,738.8364678994985,-12.917655656513489,0.07418799376359342,0,0.028709696267705025,0.6258835797499112,0.9156725224437439
154,2012-01-12,736.9,49.285546252128256,727.6082257440643,738.693025832869,-11.08480008880474,-0.3284741900435406,1,0.012058451903532347,-0.6710456031372282,0.9030933043012546
155,2012-01-13,731.8,48.04216363424507,728.2531140911314,738.1824313267305,-9.929317235599115,0.4432572769791341,1,0.005295729759803307,-0.28664720467751886,0.9065945950206244
156,2012-01-16,712.95,43.65810861178695,725.898788846342,736.3133623395653,-10.414573493223315,-0.13327324294204257,1,-0.020565446752390255,-1.08125529614533,0.9288800157486015
157,2012-01-17,742.05,51.07987550146335,728.3835905622894,736.7382984625605,-8.354707900271023,0.27784912948729046,1,0.01982827633834854,1.7588206796484787,1.098374397092657
158,2012-01-18,779.75,58.674806428831126,736.286115091168,739.9243504282967,-3.6382353371287763,0.779415872908376,0,0.06978834037036157,1.8869026299088771,1.0626489834740447
159,2012-01-19,785.65,59.72853569176427,743.8805589232959,743.3114355817562,0.5691233415396937,-0.40710858844151576,0,0.07498854066183656,0.18218726112411102,1.0505823738049909
160,2012-01-20,792.65,60.9991646965967,751.3835498581734,746.9661440571816,4.417405800991787,0.3224862624436766,0,0.08222315519283474,0.2576228629077169,1.0453165284705155
161,2012-01-23,771.55,55.33198844264461,754.4860806492237,748.7871704233163,5.698910225907412,-0.10952756422348797,1,0.05208613865773962,-1.0764672840858807,1.0848309292652814
162,2012-01-24,783.75,57.774728962498266,758.9882220878047,751.3770096512188,7.611212436585902,-0.21092807915033251,1,0.06547487552466569,0.48490479981699264,1.0070029904818252
163,2012-01-25,790.95,59.19304260512786,763.9054186896809,754.308342269647,9.597076420033886,-0.24694225236821754,1,0.06951618573707975,0.15054743542393417,1.0719483507151628
164,2012-01-27,820.4,64.4525574106058,772.5968927374223,759.2040206200436,13.392872117378715,0.4504023110571367,1,0.09986090861863818,1.1930557776610278,1.1072902590828062
165,2012-01-30,794.75,57.50112131091968,776.0050630855112,761.8370561296699,14.168006955841292,-0.13231536983888748,1,0.059211205848151975,-1.479388909911122,1.155159550285295
166,2012-01-31,817.1,61.40699192095859,782.3273610723556,765.9306075274721,16.396753544883495,0.2972341999767658,1,0.08233050089741632,0.8570042256296656,1.0652335424232728
167,2012-02-01,831.2,63.67513603703401,789.8462285996856,770.765377340252,19.08085125943353,-0.39710608828020666,1,0.0926813878052709,0.37660216572921723,1.012255782127214
168,2012-02-02,829.25,63.12261706648171,795.908347276657,775.0975716113444,20.810775665312576,0.2979165464151454,1,0.08089965262615935,-0.46077745674992404,0.8945579087577725
169,2012-02-03,838.3,64.65546216979126,802.4301400033252,779.779232973467,22.650907029858217,-0.06788482773998017,1,0.08416400195286591,0.11865570693194123,0.9085535435307184
170,2012-02-06,833.0,63.00381603137989,807.133195387429,783.7215120124694,23.411683374959694,-0.1279864851881365,1,0.06913436054085621,-0.5953490676304501,0.9209372066121715
171,2012-02-07,844.55,65.09635414642482,812.8896268662861,788.2273259374717,24.662300928814375,0.20870457171597723,0,0.07442274664461548,0.1963043357764319,0.8118234836863497
172,2012-02-08,858.4,67.4722272784582,819.8912227330113,793.4253017939553,26.46592093905599,-0.24259895759468952,0,0.08361947081397698,0.37913432631168537,0.8580902358383443
173,2012-02-09,853.85,65.8855488137082,825.1156500048556,797.9012053647734,27.214444640082206,0.1813686490884756,0,0.07073886436597121,-0.5428433078282193,0.8790059609139423
174,2012-02-10,843.25,62.21494306277166,827.9055500041086,801.2603753377532,26.645174666355388,-0.20681747455612898,0,0.050441758563451684,-0.8718026451777687,0.790836158117126
175,2012-02-13,849.25,63.456005574621734,831.1893115419381,804.8151623497715,26.374149192166556,0.022154638345804223,0,0.05023311032239715,-0.02649244843999033,0.5850957680491651
176,2012-02-14,848.9,63.32534258175024,833.9140328431783,808.0807058794181,25.833326963760214,-0.10289323722507293,0,0.04104902029916819,-0.4533629799062525,0.5111883970046501
177,2012-02-15,836.65,58.76447504024282,834.3349508673048,810.1969498883502,24.13800097895455,1.2915796301537128,1,0.02010894248970466,-1.037832590767783,0.5463673707996723
178,2012-02-16,812.45,50.95657722789472,830.9680353492579,810.3638424892132,20.60419286004469,-0.11691770218440656,1,-0.011368441546984014,-1.6918701762100286,0.7810243823096759
179,2012-02-17,818.2,52.56914284346512,829.0037222186028,810.9442986011234,18.05942361747941,0.29463544549794185,1,-0.006339413664958377,0.2654679927965169,0.7631694403377418
180,2012-02-21,843.55,58.97375958109862,831.2416111080486,813.3595357417809,17.882075366267713,0.014898935311901562,0,0.021290248376141893,1.4230478214294182,0.8951293137922939
181,2012-02-22,833.4,55.72897414915164,831.5736709375794,814.844014575723,16.729656361856428,-0.31025197197151555,0,0.005237875539392453,-0.866784669174111,0.9327268581232211
182,2012-02-23,839.6,57.27535327802012,832.8084907933364,816.6777912738177,16.13069951951877,-0.24022355796120787,0,0.00931658351866322,0.20896069716582033,0.8986109001813756
