Date,trend_score
2014-01-01,0.34217277246688466
2014-01-02,0.331028013736838
2014-01-03,0.3773063514776133
2014-01-06,0.3596241602092562
2014-01-07,0.3700277700528737
2014-01-08,0.4057413425992318
2014-01-09,0.43573254113667853
2014-01-10,0.40089423139268426
2014-01-13,0.38187247940729874
2014-01-14,0.33348813844026265
2014-01-15,0.31525293208751026
2014-01-16,0.31584208421102594
2014-01-17,0.3277640261637598
2014-01-20,0.3515524443705482
2014-01-21,0.40258899816523
2014-01-22,0.33839354041256253
2014-01-23,0.3726533274941615
2014-01-24,0.3836575079703379
2014-01-27,0.43620380833819516
2014-01-28,0.5096488434471248
2014-01-29,0.48774496782324755
2014-01-30,0.5118350485699145
2014-01-31,0.4754013755151477
2014-02-03,0.5001647000035069
2014-02-04,0.5021864418623433
2014-02-05,0.5332353678229608
2014-02-06,0.509446854797107
2014-02-07,0.492917286074161
2014-02-10,0.4315919091945171
2014-02-11,0.5408276050585417
2014-02-12,0.4932236830542441
2014-02-13,0.5075493031182461
2014-02-14,0.47594163213757357
2014-02-17,0.5573483603154799
2014-02-18,0.534537331893691
2014-02-19,0.5324709485993662
2014-02-20,0.5439537881812375
2014-02-21,0.5441865254738908
2014-02-24,0.5185567022802801
2014-02-25,0.5328575541992816
2014-02-26,0.4783770853070078
2014-02-28,0.5277185432185771
2014-03-03,0.4277530545861757
2014-03-04,0.46097171348506855
2014-03-05,0.480555297689752
2014-03-06,0.515101244484561
2014-03-07,0.3185788355936659
2014-03-10,0.3291971087613211
2014-03-11,0.399671461138769
2014-03-12,0.42612308700624413
2014-03-13,0.3672015782320555
2014-03-14,0.3913896322526758
2014-03-18,0.3635551097922736
2014-03-19,0.3253686909073371
2014-03-20,0.23551589598517103
2014-03-21,0.2905928671479341
2014-03-22,0.21559896705845474
2014-03-24,0.18554009835746535
2014-03-25,0.30552693735884806
2014-03-26,0.25401523736197534
2014-03-27,0.1953725809613567
2014-03-28,0.21490713825801475
2014-03-31,0.21550992414084139
2014-04-01,0.22307185783620176
2014-04-02,0.20753953983403634
2014-04-03,0.19426388912044998
2014-04-04,0.2231458055221113
2014-04-07,0.20792873912440726
2014-04-09,0.1808204933748802
2014-04-10,0.19156718485624477
2014-04-11,0.18768095377755623
2014-04-15,0.19892369013572414
2014-04-16,0.20225499241234338
2014-04-17,0.1922336571866324
2014-04-21,0.1799343204649302
2014-04-22,0.18719680431606767
2014-04-23,0.18453197297823537
2014-04-25,0.27034681677860795
2014-04-28,0.26644639448329915
2014-04-29,0.2764077926325756
2014-04-30,0.2577811443200608
2014-05-02,0.29323624309220303
2014-05-05,0.27168111871766937
2014-05-06,0.23423515294702674
2014-05-07,0.24852492947344393
2014-05-08,0.236197853021585
2014-05-09,0.2121667898859612
2014-05-12,0.20170759329015445
2014-05-13,0.21831278908968646
2014-05-14,0.21781390847803261
2014-05-15,0.21880063477109027
2014-05-16,0.20006607830240059
2014-05-19,0.21335361534328484
2014-05-20,0.22499420062957196
2014-05-21,0.2178351682468871
2014-05-22,0.21441773872148975
2014-05-23,0.21451728366593548
2014-05-26,0.22215648791049683
2014-05-27,0.2354431390775079
2014-05-28,0.23267769601326121
2014-05-29,0.28485477443377133
2014-05-30,0.29365592367179255
2014-06-02,0.2095456685947153
2014-06-03,0.17819504419860002
2014-06-04,0.23901856608082378
2014-06-05,0.18620585611720133
2014-06-06,0.1740048587640126
2014-06-09,0.17524570331384348
2014-06-10,0.17617182294106198
2014-06-11,0.2503813763394952
2014-06-12,0.24148235733254983
2014-06-13,0.24617399273051527
2014-06-16,0.29178428653162364
2014-06-17,0.27159360231567975
2014-06-18,0.30722659864763796
2014-06-19,0.40061821410128806
2014-06-20,0.39386844828675366
2014-06-23,0.3823745201474476
2014-06-24,0.3393937524073056
2014-06-25,0.3962838758589024
2014-06-26,0.41834300944899344
2014-06-27,0.4197622876501885
2014-06-30,0.39308701235269033
2014-07-01,0.4192947836990931
2014-07-02,0.3818226980055765
2014-07-03,0.411679352379888
2014-07-04,0.3522047171456747
2014-07-07,0.39765027019169163
2014-07-08,0.41859020699679095
2014-07-09,0.41302567518867456
2014-07-10,0.39494474337263613
2014-07-11,0.4194833352351725
2014-07-14,0.42907593149263484
2014-07-15,0.3912762096538631
2014-07-16,0.40593908859427064
2014-07-17,0.4206984927482851
2014-07-18,0.4258962399268199
2014-07-21,0.35104291083477357
2014-07-22,0.32196060294950973
2014-07-23,0.3560066869212525
2014-07-24,0.3358810110128631
2014-07-25,0.320119469750165
2014-07-28,0.34021655632159825
2014-07-30,0.3507743161347959
2014-07-31,0.36218430017065406
2014-08-01,0.4053095733450641
2014-08-04,0.39095420778583734
2014-08-05,0.4164058595184947
2014-08-06,0.35379021432350766
2014-08-07,0.36479905005173374
2014-08-08,0.37044344639635896
2014-08-11,0.3751610690268277
2014-08-12,0.35018643397339855
2014-08-13,0.33040855101097294
2014-08-14,0.30769859838734526
2014-08-18,0.26252881117332405
2014-08-19,0.26099371768883334
2014-08-20,0.27616616202977756
2014-08-21,0.283965720512235
2014-08-22,0.28252627528159036
2014-08-25,0.3034593384685066
2014-08-26,0.3106950304285374
2014-08-27,0.3484393406360126
2014-08-28,0.27935743187712814
2014-09-01,0.2807668946962994
2014-09-02,0.24423062970105083
2014-09-03,0.22539186632229444
2014-09-04,0.24511209402280731
2014-09-05,0.24915800364101717
2014-09-08,0.20537065242349886
2014-09-09,0.2495868508417906
2014-09-10,0.3165693612383509
2014-09-11,0.3249275067239036
2014-09-12,0.3286988800334077
2014-09-15,0.3744014701160916
2014-09-16,0.3951531061079549
2014-09-17,0.4035119274712388
2014-09-18,0.3264677844787843
2014-09-19,0.37377976702185106
2014-09-22,0.40710392004150575
2014-09-23,0.39035059134915495
2014-09-24,0.415854222053219
2014-09-25,0.4167550707860692
2014-09-26,0.3996017640737918
2014-09-29,0.41612319419530236
2014-09-30,0.36977250871669143
2014-10-01,0.4178146140540096
2014-10-07,0.42767739308564584
2014-10-08,0.39666165351920507
2014-10-09,0.37143167246922176
2014-10-10,0.3403116705385811
2014-10-13,0.40917651045282655
2014-10-14,0.28966555343143585
2014-10-16,0.3957927342222266
2014-10-17,0.39805096397593687
2014-10-20,0.3986689174540518
2014-10-21,0.4008870344824236
2014-10-22,0.37744456121179054
2014-10-23,0.34417970728422526
2014-10-27,0.3560693570341141
2014-10-28,0.36929243833944947
