,Symbol,Series,Date,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover ₹,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty
1048,RELIANCE,EQ,2021-04-06,"1,992.60","2,004.00","2,004.95","1,969.00","1,986.20","1,984.30","1,984.99","64,65,241","12,83,34,69,592.40","2,09,903","21,36,383",33.04
1049,RELIANCE,EQ,2021-04-07,"1,984.30","2,000.00","2,046.90","1,993.30","2,001.55","2,002.85","2,019.21","1,11,98,918","22,61,30,14,349.45","2,86,779","40,98,798",36.60
1050,RELIANCE,EQ,2021-04-08,"2,002.85","2,011.00","2,022.00","1,993.00","2,006.40","2,005.35","2,006.16","70,92,878","14,22,94,31,685.15","1,91,800","26,33,682",37.13
1051,RELIANCE,EQ,2021-04-09,"2,005.35","1,998.45","2,006.35","1,980.00","1,983.45","1,982.05","1,989.08","64,78,482","12,88,62,34,947.40","2,34,390","28,07,275",43.33
1052,RELIANCE,EQ,2021-04-12,"1,982.05","1,959.00","1,961.40","1,900.25","1,915.65","1,911.15","1,922.99","96,46,031","18,54,92,12,834.60","3,30,605","44,32,542",45.95
1053,RELIANCE,EQ,2021-04-13,"1,911.15","1,924.00","1,940.60","1,917.85","1,932.30","1,931.80","1,931.39","89,58,261","17,30,18,90,369.20","2,06,237","49,60,483",55.37
1054,RELIANCE,EQ,2021-04-15,"1,931.80","1,926.30","1,961.00","1,913.00","1,943.00","1,944.30","1,933.33","91,02,492","17,59,81,48,869.55","1,89,159","44,83,830",49.26
1055,RELIANCE,EQ,2021-04-16,"1,944.30","1,936.60","1,949.90","1,926.45","1,929.00","1,932.10","1,935.23","72,25,679","13,98,33,64,354.95","2,06,958","35,83,568",49.59
1056,RELIANCE,EQ,2021-04-19,"1,932.10","1,904.00","1,916.40","1,890.00","1,903.05","1,901.70","1,902.57","85,27,967","16,22,50,59,561.75","2,71,570","38,86,582",45.57
1057,RELIANCE,EQ,2021-04-20,"1,901.70","1,910.50","1,919.00","1,890.45","1,905.00","1,901.15","1,906.74","79,39,490","15,13,85,41,714.75","2,02,431","46,16,077",58.14
1058,RELIANCE,EQ,2021-04-22,"1,901.15","1,892.25","1,914.45","1,876.70","1,905.10","1,906.40","1,898.59","66,87,573","12,69,69,48,264.60","2,09,895","31,55,063",47.18
1059,RELIANCE,EQ,2021-04-23,"1,906.40","1,906.00","1,918.90","1,895.35","1,903.35","1,904.35","1,907.47","54,59,016","10,41,28,93,969.95","1,71,621","25,89,266",47.43
1060,RELIANCE,EQ,2021-04-26,"1,904.35","1,920.00","1,962.00","1,911.50","1,938.00","1,937.85","1,941.32","96,20,785","18,67,69,94,629.30","2,59,137","42,76,703",44.45
1061,RELIANCE,EQ,2021-04-27,"1,937.85","1,940.00","1,997.20","1,938.25","1,990.00","1,988.65","1,978.64","92,26,547","18,25,60,21,294.40","2,91,197","37,72,144",40.88
1062,RELIANCE,EQ,2021-04-28,"1,988.65","1,997.85","2,008.00","1,980.15","1,993.15","1,997.30","1,997.60","79,02,002","15,78,50,76,087.60","2,47,331","39,21,560",49.63
1063,RELIANCE,EQ,2021-04-29,"1,997.30","2,022.90","2,044.50","2,007.30","2,020.00","2,024.05","2,024.21","80,35,915","16,26,63,39,428.25","2,13,153","28,34,103",35.27
1064,RELIANCE,EQ,2021-04-30,"2,024.05","2,008.50","2,036.00","1,987.55","1,995.90","1,994.50","2,010.20","91,50,974","18,39,53,21,175.10","2,88,687","39,02,504",42.65
1065,RELIANCE,EQ,2021-05-03,"1,994.50","1,966.00","1,979.00","1,943.10","1,956.00","1,959.05","1,958.46","1,09,09,942","21,36,66,39,469.15","3,43,806","38,00,598",34.84
1066,RELIANCE,EQ,2021-05-04,"1,959.05","1,950.00","1,967.80","1,911.00","1,918.00","1,916.60","1,935.83","1,00,83,693","19,52,03,30,406.15","3,25,798","44,35,071",43.98
1067,RELIANCE,EQ,2021-05-05,"1,916.60","1,923.35","1,938.50","1,908.05","1,921.50","1,920.10","1,923.26","57,19,649","11,00,03,63,969.30","1,90,990","17,62,417",30.81
1068,RELIANCE,EQ,2021-05-06,"1,920.10","1,921.85","1,935.00","1,906.60","1,932.00","1,931.00","1,920.95","67,49,281","12,96,50,19,708.85","2,21,666","28,30,835",41.94
1069,RELIANCE,EQ,2021-05-07,"1,931.00","1,937.75","1,955.65","1,926.00","1,926.80","1,931.75","1,940.01","56,71,163","11,00,21,30,529.15","1,88,670","24,18,447",42.64
1070,RELIANCE,EQ,2021-05-10,"1,931.75","1,939.00","1,946.80","1,920.95","1,927.10","1,926.20","1,932.02","64,33,879","12,43,03,61,106.65","1,97,986","29,96,697",46.58
1071,RELIANCE,EQ,2021-05-11,"1,926.20","1,915.00","1,938.55","1,910.00","1,933.90","1,933.15","1,929.40","62,20,217","12,00,12,88,654.20","1,75,976","30,35,544",48.80
1072,RELIANCE,EQ,2021-05-12,"1,933.15","1,930.10","1,932.90","1,907.00","1,913.05","1,913.15","1,915.34","60,81,627","11,64,83,80,362.00","2,12,378","27,60,797",45.40
1073,RELIANCE,EQ,2021-05-14,"1,913.15","1,928.05","1,942.00","1,906.00","1,937.00","1,937.30","1,925.20","61,34,079","11,80,93,11,727.55","2,27,142","22,02,511",35.91
1074,RELIANCE,EQ,2021-05-17,"1,937.30","1,937.30","1,963.45","1,930.40","1,958.85","1,960.35","1,950.25","54,79,424","10,68,62,67,806.30","1,64,252","20,06,899",36.63
1075,RELIANCE,EQ,2021-05-18,"1,960.35","1,981.00","2,002.60","1,972.50","1,986.00","1,987.95","1,987.92","55,67,958","11,06,86,82,258.50","1,84,906","19,52,871",35.07
1076,RELIANCE,EQ,2021-05-19,"1,987.95","1,980.00","2,016.45","1,972.00","1,993.00","1,997.05","1,998.55","75,30,294","15,04,96,77,721.40","1,98,257","23,10,132",30.68
1077,RELIANCE,EQ,2021-05-20,"1,997.05","1,997.90","2,010.90","1,981.00","1,982.00","1,985.40","1,991.75","52,71,497","10,49,95,27,489.65","1,58,144","21,75,806",41.27
1078,RELIANCE,EQ,2021-05-21,"1,985.40","1,992.00","2,009.60","1,986.00","1,999.60","2,002.55","1,999.87","49,77,555","9,95,44,41,992.30","1,82,141","19,09,912",38.37
1079,RELIANCE,EQ,2021-05-24,"2,002.55","2,008.00","2,009.80","1,982.00","1,985.05","1,985.65","1,994.09","39,46,636","7,86,99,36,694.65","1,30,059","15,99,399",40.53
1080,RELIANCE,EQ,2021-05-25,"1,985.65","1,996.40","1,997.00","1,960.00","1,964.00","1,963.15","1,974.34","68,21,015","13,46,69,76,071.40","2,08,558","40,40,447",59.24
1081,RELIANCE,EQ,2021-05-26,"1,963.15","1,975.00","1,979.50","1,965.30","1,967.00","1,970.05","1,972.33","34,52,113","6,80,87,00,908.60","1,18,469","14,52,399",42.07
1082,RELIANCE,EQ,2021-05-27,"1,970.05","1,970.30","1,993.00","1,962.25","1,990.00","1,976.10","1,977.57","1,23,77,100","24,47,65,88,080.35","2,19,255","78,57,043",63.48
1083,RELIANCE,EQ,2021-05-28,"1,976.10","1,990.00","2,105.00","1,990.00","2,094.45","2,094.80","2,067.42","2,60,60,864","53,87,87,91,589.65","6,42,384","73,83,808",28.33
1084,RELIANCE,EQ,2021-05-31,"2,094.80","2,102.00","2,191.70","2,085.05","2,153.50","2,160.30","2,154.29","2,72,85,782","58,78,14,21,578.65","6,24,166","71,25,331",26.11
1085,RELIANCE,EQ,2021-06-01,"2,160.30","2,166.00","2,202.00","2,146.50","2,164.30","2,168.90","2,176.52","1,29,28,379","28,13,88,92,609.00","3,90,299","33,98,513",26.29
1086,RELIANCE,EQ,2021-06-02,"2,168.90","2,157.00","2,209.50","2,157.00","2,207.00","2,201.25","2,178.64","1,13,66,816","24,76,41,87,584.75","2,58,490","54,60,571",48.04
1087,RELIANCE,EQ,2021-06-03,"2,201.25","2,221.00","2,250.00","2,196.10","2,208.00","2,209.65","2,221.49","1,10,64,116","24,57,88,78,322.80","3,41,728","32,41,763",29.30
1088,RELIANCE,EQ,2021-06-04,"2,209.65","2,214.80","2,216.45","2,184.25","2,186.90","2,190.50","2,197.67","66,77,278","14,67,44,74,225.95","2,19,435","27,70,956",41.50
1089,RELIANCE,EQ,2021-06-07,"2,190.50","2,202.00","2,242.00","2,185.00","2,225.05","2,227.40","2,214.78","75,39,326","16,69,79,58,781.50","2,27,808","24,39,654",32.36
1090,RELIANCE,EQ,2021-06-08,"2,227.40","2,226.60","2,227.15","2,198.15","2,211.50","2,214.60","2,213.34","44,64,889","9,88,23,32,305.85","1,47,771","15,48,468",34.68
1091,RELIANCE,EQ,2021-06-09,"2,214.60","2,219.00","2,221.00","2,157.95","2,178.00","2,175.00","2,189.57","52,65,326","11,52,88,03,336.15","1,67,739","18,17,182",34.51
1092,RELIANCE,EQ,2021-06-10,"2,175.00","2,193.40","2,230.00","2,177.55","2,184.80","2,183.00","2,199.39","65,32,832","14,36,82,72,855.15","2,15,752","19,27,662",29.51
1093,RELIANCE,EQ,2021-06-11,"2,183.00","2,182.90","2,228.00","2,180.10","2,215.80","2,213.15","2,214.24","63,51,520","14,06,38,17,595.10","2,26,319","19,55,394",30.79
1094,RELIANCE,EQ,2021-06-14,"2,213.15","2,215.00","2,258.25","2,195.05","2,245.00","2,244.90","2,232.14","93,83,416","20,94,50,97,794.90","2,84,426","26,98,433",28.76
1095,RELIANCE,EQ,2021-06-15,"2,244.90","2,261.00","2,274.90","2,240.30","2,244.00","2,250.00","2,257.44","70,02,898","15,80,86,11,100.25","2,15,805","25,01,188",35.72
1096,RELIANCE,EQ,2021-06-16,"2,250.00","2,244.90","2,247.05","2,205.85","2,209.55","2,211.60","2,223.78","49,82,975","11,08,10,47,107.15","1,63,887","19,01,607",38.16
1097,RELIANCE,EQ,2021-06-17,"2,211.60","2,200.00","2,235.00","2,179.90","2,214.15","2,215.65","2,212.43","72,66,765","16,07,71,76,562.55","2,25,832","27,16,466",37.38
1098,RELIANCE,EQ,2021-06-18,"2,215.65","2,225.50","2,235.00","2,184.35","2,224.15","2,225.65","2,216.48","1,35,53,801","30,04,17,25,159.95","2,21,167","68,06,773",50.22
1099,RELIANCE,EQ,2021-06-21,"2,225.65","2,203.50","2,247.50","2,200.15","2,238.95","2,237.25","2,225.60","56,24,044","12,51,68,52,291.50","1,80,220","15,83,246",28.15
1100,RELIANCE,EQ,2021-06-22,"2,237.25","2,254.00","2,261.00","2,219.35","2,225.00","2,225.75","2,245.45","59,40,386","13,33,88,60,847.10","1,80,362","25,07,156",42.21
1101,RELIANCE,EQ,2021-06-23,"2,225.75","2,250.00","2,250.60","2,201.70","2,208.15","2,205.35","2,217.44","76,85,796","17,04,27,62,228.55","2,14,835","39,94,464",51.97
1102,RELIANCE,EQ,2021-06-24,"2,205.35","2,206.85","2,214.60","2,140.00","2,147.80","2,153.50","2,174.85","4,22,09,687","91,79,98,04,632.60","7,55,278","1,57,42,153",37.30
1103,RELIANCE,EQ,2021-06-25,"2,153.50","2,153.50","2,153.50","2,081.10","2,104.50","2,104.45","2,106.02","2,55,46,334","53,80,10,77,040.15","6,29,847","98,94,247",38.73
1104,RELIANCE,EQ,2021-06-28,"2,104.45","2,122.00","2,126.50","2,081.00","2,089.00","2,086.00","2,100.31","93,57,852","19,65,43,79,828.10","2,86,857","43,83,331",46.84
1105,RELIANCE,EQ,2021-06-29,"2,086.00","2,089.50","2,109.00","2,084.10","2,090.00","2,087.80","2,091.92","1,25,26,981","26,20,54,56,482.80","2,67,376","67,33,274",53.75
1106,RELIANCE,EQ,2021-06-30,"2,087.80","2,096.25","2,122.65","2,091.05","2,112.00","2,110.65","2,107.86","91,20,556","19,22,48,81,425.10","2,51,722","45,91,548",50.34
1107,RELIANCE,EQ,2021-07-01,"2,110.65","2,118.00","2,123.15","2,095.00","2,101.50","2,097.95","2,109.37","57,84,627","12,20,19,07,893.30","1,96,897","29,24,644",50.56
1108,RELIANCE,EQ,2021-07-02,"2,097.95","2,097.00","2,132.90","2,092.95","2,131.55","2,129.05","2,120.31","65,00,973","13,78,40,74,726.20","1,87,794","33,63,482",51.74
1109,RELIANCE,EQ,2021-07-05,"2,129.05","2,136.45","2,153.55","2,131.50","2,150.00","2,150.20","2,145.57","54,00,604","11,58,73,48,896.60","1,75,055","30,73,627",56.91
1110,RELIANCE,EQ,2021-07-06,"2,150.20","2,144.95","2,148.90","2,120.20","2,127.85","2,124.80","2,136.74","46,47,361","9,93,02,24,311.45","1,25,408","24,76,450",53.29
1111,RELIANCE,EQ,2021-07-07,"2,124.80","2,127.75","2,127.75","2,098.00","2,112.00","2,110.05","2,109.85","48,24,931","10,17,98,75,556.55","2,27,151","24,80,476",51.41
1112,RELIANCE,EQ,2021-07-08,"2,110.05","2,116.95","2,116.95","2,081.00","2,091.00","2,092.60","2,097.58","51,62,088","10,82,78,97,142.35","2,23,120","26,89,326",52.10
1113,RELIANCE,EQ,2021-07-09,"2,092.60","2,088.00","2,091.70","2,066.10","2,071.95","2,071.20","2,074.82","41,70,886","8,65,38,18,441.75","1,69,203","20,09,477",48.18
1114,RELIANCE,EQ,2021-07-12,"2,071.20","2,079.75","2,101.50","2,074.50","2,081.95","2,084.10","2,088.16","39,62,111","8,27,35,07,305.50","1,40,597","15,92,814",40.20
1115,RELIANCE,EQ,2021-07-13,"2,084.10","2,100.00","2,103.05","2,088.05","2,099.00","2,099.70","2,097.12","30,99,956","6,50,09,81,050.55","1,06,030","16,01,381",51.66
1116,RELIANCE,EQ,2021-07-14,"2,099.70","2,100.35","2,106.85","2,081.25","2,083.55","2,086.00","2,090.03","39,37,768","8,23,00,64,622.00","1,69,306","21,34,737",54.21
1117,RELIANCE,EQ,2021-07-15,"2,086.00","2,095.00","2,095.00","2,078.50","2,080.75","2,082.35","2,086.62","43,60,415","9,09,85,50,274.55","1,48,981","27,15,754",62.28
1118,RELIANCE,EQ,2021-07-16,"2,082.35","2,087.75","2,114.75","2,087.60","2,110.00","2,112.40","2,104.60","40,74,206","8,57,45,69,194.50","1,26,660","18,81,604",46.18
1119,RELIANCE,EQ,2021-07-19,"2,112.40","2,100.00","2,124.00","2,092.25","2,097.95","2,098.95","2,108.57","38,55,577","8,12,97,63,377.95","1,29,037","17,52,416",45.45
1120,RELIANCE,EQ,2021-07-20,"2,098.95","2,099.50","2,108.00","2,084.00","2,089.95","2,093.80","2,097.18","31,11,185","6,52,47,18,783.00","1,05,619","10,89,396",35.02
1121,RELIANCE,EQ,2021-07-22,"2,093.80","2,119.00","2,123.90","2,098.15","2,121.50","2,120.70","2,111.60","36,79,260","7,76,91,10,029.90","1,33,510","19,95,464",54.24
1122,RELIANCE,EQ,2021-07-23,"2,120.70","2,134.45","2,134.45","2,102.05","2,104.00","2,105.70","2,119.06","45,85,938","9,71,78,85,501.10","1,43,981","22,19,555",48.40
1123,RELIANCE,EQ,2021-07-26,"2,105.70","2,108.00","2,121.00","2,071.10","2,073.90","2,076.85","2,092.34","57,17,830","11,96,36,23,196.15","1,93,266","22,29,836",39.00
1124,RELIANCE,EQ,2021-07-27,"2,076.85","2,076.80","2,083.70","2,042.00","2,054.00","2,055.00","2,062.00","49,95,516","10,30,07,36,942.35","1,96,342","24,15,095",48.35
1125,RELIANCE,EQ,2021-07-28,"2,055.00","2,058.00","2,058.00","2,016.25","2,035.00","2,037.35","2,033.86","59,52,355","12,10,62,41,436.45","2,22,240","32,70,667",54.95
1126,RELIANCE,EQ,2021-07-29,"2,037.35","2,054.00","2,074.40","2,043.40","2,054.30","2,053.25","2,057.20","63,52,886","13,06,91,40,427.40","2,03,791","39,10,056",61.55
1127,RELIANCE,EQ,2021-07-30,"2,053.25","2,058.00","2,067.95","2,031.10","2,037.00","2,035.30","2,049.03","52,38,304","10,73,34,44,604.55","1,58,088","30,03,800",57.34
1128,RELIANCE,EQ,2021-08-02,"2,035.30","2,054.30","2,079.40","2,041.15","2,068.50","2,072.50","2,067.46","50,41,934","10,42,40,20,795.65","1,64,715","29,91,501",59.33
1129,RELIANCE,EQ,2021-08-03,"2,072.50","2,090.00","2,091.00","2,064.20","2,090.00","2,087.75","2,078.84","54,53,682","11,33,73,35,626.50","1,37,882","29,65,050",54.37
1130,RELIANCE,EQ,2021-08-04,"2,087.75","2,094.40","2,114.00","2,087.00","2,105.00","2,103.75","2,103.18","60,77,861","12,78,28,21,702.95","1,88,340","35,42,035",58.28
1131,RELIANCE,EQ,2021-08-05,"2,103.75","2,114.30","2,154.80","2,104.25","2,131.00","2,134.25","2,127.24","98,07,831","20,86,36,38,485.35","2,49,218","45,72,290",46.62
1132,RELIANCE,EQ,2021-08-06,"2,134.25","2,129.95","2,146.95","2,078.75","2,090.00","2,089.05","2,101.07","76,70,583","16,11,63,99,922.15","2,25,682","32,17,925",41.95
1133,RELIANCE,EQ,2021-08-09,"2,089.05","2,081.00","2,089.80","2,066.50","2,078.50","2,077.15","2,075.98","34,58,546","7,17,98,73,286.45","1,47,892","15,88,798",45.94
1134,RELIANCE,EQ,2021-08-10,"2,077.15","2,082.00","2,113.00","2,073.75","2,085.00","2,088.05","2,095.18","55,00,708","11,52,49,60,575.40","1,71,235","21,44,258",38.98
1135,RELIANCE,EQ,2021-08-11,"2,088.05","2,096.95","2,120.00","2,083.40","2,115.00","2,117.30","2,103.58","42,38,859","8,91,67,94,682.95","1,38,291","20,89,484",49.29
1136,RELIANCE,EQ,2021-08-12,"2,117.30","2,124.90","2,126.20","2,105.00","2,109.80","2,110.50","2,115.11","37,55,507","7,94,33,26,100.05","1,14,345","19,00,505",50.61
1137,RELIANCE,EQ,2021-08-13,"2,110.50","2,117.30","2,149.90","2,108.95","2,143.00","2,145.65","2,132.45","58,98,384","12,57,80,27,784.10","1,87,810","32,69,124",55.42
1138,RELIANCE,EQ,2021-08-16,"2,145.65","2,149.35","2,203.00","2,128.15","2,169.00","2,173.50","2,177.41","1,01,23,204","22,04,23,43,431.70","2,90,119","41,85,061",41.34
1139,RELIANCE,EQ,2021-08-17,"2,173.50","2,168.85","2,185.20","2,147.85","2,163.00","2,164.25","2,167.16","58,41,743","12,65,99,86,994.25","1,90,350","30,57,597",52.34
1140,RELIANCE,EQ,2021-08-18,"2,164.25","2,174.00","2,186.80","2,152.60","2,168.00","2,172.65","2,170.19","46,50,008","10,09,14,14,052.70","1,46,613","22,87,876",49.20
1141,RELIANCE,EQ,2021-08-20,"2,172.65","2,143.00","2,172.00","2,137.00","2,140.10","2,148.25","2,155.63","43,50,228","9,37,75,02,601.90","1,47,112","18,77,339",43.15
1142,RELIANCE,EQ,2021-08-23,"2,148.25","2,174.00","2,174.00","2,132.30","2,161.15","2,162.35","2,156.97","45,47,802","9,80,94,54,490.65","1,43,268","23,36,976",51.39
1143,RELIANCE,EQ,2021-08-24,"2,162.35","2,165.05","2,192.00","2,155.60","2,178.00","2,183.70","2,174.28","54,75,452","11,90,51,65,196.90","1,73,479","30,50,200",55.71
1144,RELIANCE,EQ,2021-08-25,"2,183.70","2,185.40","2,220.00","2,180.10","2,201.00","2,202.60","2,204.22","61,75,126","13,61,13,64,533.60","1,98,304","24,34,419",39.42
1145,RELIANCE,EQ,2021-08-26,"2,202.60","2,208.00","2,244.90","2,205.00","2,232.00","2,230.45","2,230.28","85,79,105","19,13,38,18,233.65","2,48,660","42,41,826",49.44
1146,RELIANCE,EQ,2021-08-27,"2,230.45","2,237.00","2,242.75","2,216.05","2,225.00","2,227.40","2,228.28","48,36,812","10,77,77,69,127.85","1,52,317","26,65,237",55.10
1147,RELIANCE,EQ,2021-08-30,"2,227.40","2,250.00","2,275.85","2,236.80","2,273.75","2,270.25","2,261.25","64,73,487","14,63,81,52,005.70","2,06,768","38,61,994",59.66
1148,RELIANCE,EQ,2021-08-31,"2,270.25","2,276.90","2,283.75","2,242.25","2,257.00","2,258.15","2,257.63","1,22,23,037","27,59,50,93,541.45","2,06,759","66,02,508",54.02
1149,RELIANCE,EQ,2021-09-01,"2,258.15","2,273.00","2,292.90","2,263.00","2,266.00","2,267.10","2,274.28","51,43,640","11,69,80,56,162.60","1,73,178","26,84,394",52.19
1150,RELIANCE,EQ,2021-09-02,"2,267.10","2,255.00","2,307.80","2,255.00","2,293.00","2,294.40","2,288.72","45,95,048","10,51,67,81,284.45","2,06,002","22,78,475",49.59
1151,RELIANCE,EQ,2021-09-03,"2,294.40","2,310.00","2,395.00","2,302.50","2,389.65","2,388.50","2,356.29","1,41,51,629","33,34,54,03,715.90","4,46,968","49,03,229",34.65
1152,RELIANCE,EQ,2021-09-06,"2,388.50","2,413.00","2,480.00","2,412.00","2,429.00","2,425.60","2,445.46","1,55,25,644","37,96,72,65,940.30","4,96,545","56,27,874",36.25
1153,RELIANCE,EQ,2021-09-07,"2,425.60","2,430.00","2,458.00","2,412.00","2,439.00","2,440.90","2,437.65","80,06,968","19,51,81,92,088.85","2,56,461","32,24,702",40.27
1154,RELIANCE,EQ,2021-09-08,"2,440.90","2,452.00","2,454.00","2,406.65","2,430.00","2,431.35","2,429.20","66,00,210","16,03,32,48,252.30","2,13,942","35,15,264",53.26
1155,RELIANCE,EQ,2021-09-09,"2,431.35","2,427.90","2,437.85","2,416.10","2,424.10","2,425.60","2,424.34","41,36,538","10,02,83,69,652.20","1,94,645","24,06,762",58.18
1156,RELIANCE,EQ,2021-09-13,"2,425.60","2,433.00","2,433.00","2,368.05","2,369.80","2,371.55","2,381.94","75,27,598","17,93,02,86,910.15","3,27,407","44,14,702",58.65
1157,RELIANCE,EQ,2021-09-14,"2,371.55","2,375.00","2,394.00","2,366.00","2,370.50","2,368.45","2,377.55","41,11,205","9,77,45,84,167.80","1,53,291","24,91,875",60.61
1158,RELIANCE,EQ,2021-09-15,"2,368.45","2,368.50","2,395.75","2,368.50","2,379.40","2,378.30","2,380.39","41,86,300","9,96,50,45,382.75","1,68,130","23,10,144",55.18
1159,RELIANCE,EQ,2021-09-16,"2,378.30","2,381.55","2,436.75","2,367.00","2,424.00","2,428.20","2,408.55","62,06,657","14,94,90,50,569.95","2,14,010","24,73,588",39.85
1160,RELIANCE,EQ,2021-09-17,"2,428.20","2,446.00","2,455.85","2,375.60","2,387.00","2,390.55","2,410.13","1,60,98,099","38,79,85,80,126.85","2,78,098","94,60,717",58.77
1161,RELIANCE,EQ,2021-09-20,"2,390.55","2,372.10","2,418.35","2,370.00","2,391.85","2,394.35","2,398.57","54,36,385","13,03,95,53,487.25","1,71,011","30,42,705",55.97
1162,RELIANCE,EQ,2021-09-21,"2,394.35","2,405.00","2,416.60","2,384.00","2,400.00","2,404.70","2,401.93","45,76,111","10,99,15,10,851.65","1,49,803","23,65,643",51.70
1163,RELIANCE,EQ,2021-09-22,"2,404.70","2,408.00","2,442.00","2,398.25","2,430.80","2,430.50","2,426.47","50,74,612","12,31,34,09,794.10","1,79,090","28,11,116",55.40
1164,RELIANCE,EQ,2021-09-23,"2,430.50","2,447.40","2,497.00","2,445.50","2,488.10","2,489.90","2,475.75","72,67,883","17,99,34,32,142.75","2,55,176","39,10,090",53.80
1165,RELIANCE,EQ,2021-09-24,"2,489.90","2,503.55","2,505.45","2,472.00","2,479.00","2,482.70","2,488.36","70,11,181","17,44,63,21,055.45","2,34,214","42,28,344",60.31
1166,RELIANCE,EQ,2021-09-27,"2,482.70","2,487.00","2,529.90","2,475.30","2,527.00","2,524.45","2,510.93","70,95,022","17,81,51,16,544.95","2,24,209","41,84,695",58.98
1167,RELIANCE,EQ,2021-09-28,"2,524.45","2,534.00","2,564.90","2,512.80","2,545.00","2,548.05","2,539.99","83,23,269","21,14,10,19,462.35","2,29,286","43,21,030",51.92
1168,RELIANCE,EQ,2021-09-29,"2,548.05","2,570.00","2,570.00","2,520.05","2,530.00","2,527.85","2,536.91","44,85,721","11,37,98,66,281.20","1,66,259","22,23,603",49.57
1169,RELIANCE,EQ,2021-09-30,"2,527.85","2,525.00","2,534.60","2,500.35","2,511.00","2,519.25","2,517.46","62,72,085","15,78,97,02,474.85","1,73,121","34,08,378",54.34
1170,RELIANCE,EQ,2021-10-01,"2,519.25","2,501.95","2,539.80","2,495.00","2,525.00","2,523.70","2,521.05","41,34,544","10,42,33,89,476.20","1,44,149","20,32,482",49.16
1171,RELIANCE,EQ,2021-10-04,"2,523.70","2,553.00","2,574.85","2,537.05","2,558.00","2,556.15","2,556.97","50,38,910","12,88,43,46,776.35","1,63,519","26,74,027",53.07
1172,RELIANCE,EQ,2021-10-05,"2,556.15","2,555.10","2,612.00","2,547.35","2,610.25","2,609.20","2,582.03","62,45,770","16,12,67,67,140.45","1,90,163","32,35,964",51.81
1173,RELIANCE,EQ,2021-10-06,"2,609.20","2,619.95","2,619.95","2,551.10","2,554.00","2,559.85","2,585.47","47,34,472","12,24,08,33,224.70","1,75,209","24,32,010",51.37
1174,RELIANCE,EQ,2021-10-07,"2,559.85","2,595.00","2,598.75","2,567.70","2,572.00","2,572.40","2,583.27","29,24,370","7,55,44,40,823.00","1,22,777","14,79,822",50.60
1175,RELIANCE,EQ,2021-10-08,"2,572.40","2,585.25","2,684.40","2,581.50","2,669.20","2,671.25","2,642.81","72,79,003","19,23,70,49,930.20","2,53,640","29,53,704",40.58
1176,RELIANCE,EQ,2021-10-11,"2,671.25","2,701.40","2,720.00","2,645.35","2,655.00","2,652.65","2,682.21","68,15,737","18,28,12,09,273.00","2,47,361","38,63,950",56.69
1177,RELIANCE,EQ,2021-10-12,"2,652.65","2,645.00","2,683.00","2,641.25","2,668.00","2,667.80","2,661.50","30,83,747","8,20,74,02,615.65","1,45,888","15,84,484",51.38
1178,RELIANCE,EQ,2021-10-13,"2,667.80","2,679.00","2,719.50","2,669.30","2,698.00","2,694.95","2,691.35","45,96,429","12,37,06,07,840.50","2,05,663","23,60,789",51.36
1179,RELIANCE,EQ,2021-10-14,"2,694.95","2,700.35","2,717.45","2,687.20","2,701.00","2,700.40","2,700.84","39,79,730","10,74,85,97,410.00","1,44,964","22,54,495",56.65
1180,RELIANCE,EQ,2021-10-18,"2,700.40","2,668.60","2,745.00","2,662.30","2,707.80","2,707.60","2,713.78","62,73,850","17,02,58,55,506.65","2,74,696","35,27,305",56.22
1181,RELIANCE,EQ,2021-10-19,"2,707.60","2,723.80","2,751.35","2,708.00","2,730.80","2,731.85","2,733.67","40,76,617","11,14,41,19,425.10","2,03,192","18,55,378",45.51
1182,RELIANCE,EQ,2021-10-20,"2,731.85","2,742.75","2,742.75","2,691.50","2,703.50","2,700.40","2,710.54","58,65,926","15,89,98,37,285.85","1,86,061","37,85,182",64.53
1183,RELIANCE,EQ,2021-10-21,"2,700.40","2,727.40","2,728.00","2,603.20","2,635.00","2,622.50","2,642.91","96,13,812","25,40,84,16,389.20","3,56,400","62,38,985",64.90
1184,RELIANCE,EQ,2021-10-22,"2,622.50","2,620.00","2,664.90","2,611.50","2,625.75","2,627.40","2,635.21","50,89,178","13,41,10,67,863.00","2,09,472","23,98,678",47.13
1185,RELIANCE,EQ,2021-10-25,"2,627.40","2,680.00","2,680.00","2,570.00","2,607.00","2,601.80","2,611.17","79,37,067","20,72,50,06,859.30","3,17,548","29,50,789",37.18
1186,RELIANCE,EQ,2021-10-26,"2,601.80","2,617.10","2,668.90","2,603.15","2,666.30","2,661.05","2,635.70","44,99,706","11,85,98,59,536.85","1,99,021","21,13,316",46.97
1187,RELIANCE,EQ,2021-10-27,"2,661.05","2,652.00","2,676.80","2,619.95","2,622.30","2,627.40","2,652.28","45,67,140","12,11,33,30,049.05","1,76,020","20,90,011",45.76
1188,RELIANCE,EQ,2021-10-28,"2,627.40","2,620.00","2,637.95","2,590.50","2,598.00","2,598.60","2,610.69","45,62,471","11,91,11,87,008.75","1,70,822","24,60,989",53.94
