,Date,Open Price,High Price,Low Price,Close Price,Total Traded Quantity,RSI_14,EMA_12,EMA_26,MACD,MACD_Signal,MACD_Hist,Volume_Change,future_return_3d,Target,ret_1,ret_1_z,SMA_20,dist_sma20,vol_10,vol_20,vol_ratio
37,2011-07-22,866.0,877.0,862.5,873.35,3498193.0,50.152450844921475,868.6901004606294,875.7647614551075,-7.0746609944781085,-10.826604878244716,3.7519438837666073,0.9405868148339636,-0.014312703956031373,0,0.014520532032293643,0.8813825418834866,867.2925000000001,0.006984379548998625,0.011739207371336123,0.016205093668562213,0.7244146569859153
38,2011-07-25,892.0,892.0,879.15,882.85,5007164.0,53.39505448622981,870.8685465436095,876.2895939399144,-5.421047396304971,-9.745493381856768,4.324445985551797,0.43135727502742127,-0.05153763379962621,0,0.010877655006583886,0.6169437673312584,867.8575000000001,0.017275301532797663,0.011940777276560184,0.016378694862738342,0.7290432709461817
39,2011-07-26,888.25,890.15,869.4,871.5,4677273.0,49.27122801610332,870.965693229208,875.9348092036245,-4.969115974416468,-8.79021790036871,3.8211019259522416,-0.06588380168894004,-0.04997131382673546,0,-0.012856091068698006,-0.781042051805704,867.8774999999999,0.004173976165991237,0.012676822430507238,0.016659824978676373,0.7609217051639408
40,2011-07-27,875.0,875.0,859.15,860.85,3126064.0,45.70429623382635,869.4094327324068,874.8174159292819,-5.40798319687508,-8.113770959669983,2.7057877627949036,-0.33164816336356673,-0.03484927687750479,0,-0.012220309810671237,-0.6667569051805589,866.6574999999999,-0.0067010324147658,0.011728954372827729,0.01642732991345425,0.7139903097229163
41,2011-07-28,855.0,855.0,833.4,837.35,7154511.0,38.99583942224641,864.4772123120365,872.0420517863721,-7.564839474335599,-8.003984662603107,0.43914518826750815,1.2886642755874478,-5.97121872575007e-05,0,-0.027298600220712066,-1.4119621509205427,863.6,-0.030396016674386288,0.014380125924944124,0.016939561639071735,0.8489077953337247
42,2011-07-29,840.0,847.25,823.15,827.95,4890181.0,36.67683222979984,858.8576411871078,868.7759738762704,-9.91833268916264,-8.386854267915014,-1.5314784212476251,-0.31648983417594856,-0.0035026269702277805,0,-0.011225891204394767,-0.6359441377407644,861.9,-0.03938972038519542,0.014107029081836836,0.014652170250022007,0.9627945103774403
43,2011-08-01,838.0,838.0,821.35,830.85,3255486.0,37.90371832737743,854.5487733121681,865.9666424780282,-11.417869165860111,-8.993057247504034,-2.4248119183560775,-0.33428108284744473,-0.0222663537341277,0,0.003502626970227629,0.38568272808112036,860.0225,-0.0339206241697165,0.014359846677350786,0.014544536933931259,0.9873017437805389
44,2011-08-02,827.55,838.9,818.5,837.3,3787775.0,40.657647532070605,851.8951158795268,863.8431874796557,-11.94807160012897,-9.58406011802902,-2.364011482099949,0.16350523393434968,-0.0541024722321748,0,0.007763134139736394,0.6036890609315955,859.5899999999999,-0.025930967088960977,0.01364740427138432,0.013565460403960861,1.0060406256023224
45,2011-08-03,826.75,836.2,823.1,825.05,3219680.0,37.27636265611016,847.7650980519072,860.9696180367183,-13.2045199848111,-10.308152091385438,-2.896367893425662,-0.14998118948459183,-0.05381492030786011,0,-0.014630359488833178,-0.9492669176352451,858.1975,-0.03862455903215756,0.013981705777767606,0.013759960007127526,1.0161152917977392
46,2011-08-04,828.0,831.65,810.05,812.35,3140142.0,34.109246734089055,842.3166214285369,857.3681648488132,-15.051543420276289,-11.256830357163608,-3.794713063112681,-0.02470369726183974,-0.057918384932603026,0,-0.015393006484455407,-0.9227633152985878,855.28,-0.05019408848564207,0.013800553561725593,0.013016742910508923,1.0602155744033224
47,2011-08-05,799.5,799.5,779.0,792.0,5994097.0,29.747799234086543,834.5756027472235,852.5260785637159,-17.950475816492485,-12.595559449029384,-5.354916367463101,0.9088617648501247,-0.024305555555555556,0,-0.025050778605281043,-1.5788419127538498,852.1375,-0.07057253084156025,0.013010275759047235,0.01350787122287,0.9631625549568246
48,2011-08-08,776.7,796.4,767.0,780.65,5084300.0,27.62605276174382,826.2793561707275,847.2019245960333,-20.922568425305826,-14.260961244284672,-6.661607181021154,-0.15178216168340286,-0.010824313072439546,0,-0.01433080808080811,-0.7283624817693142,848.5049999999999,-0.07997006499667052,0.010853697469578679,0.013703261411767307,0.7920521358702504
49,2011-08-09,753.0,779.0,753.0,765.3,7463019.0,25.026297577508615,816.8979167598463,841.1351153666975,-24.237198606851166,-16.25620871679797,-7.980989890053195,0.4678557520209272,-0.005749379328367931,0,-0.019663101261769067,-1.0377878767669282,844.3825,-0.09365719919586217,0.01111161792098486,0.01412166007342028,0.786849270072652
50,2011-08-10,785.35,790.0,765.0,772.75,4056543.0,28.541112356416804,810.1059295660237,836.0695512654606,-25.963621699436885,-18.197691313325755,-7.76593038611113,-0.4564474510918437,-0.01759948236816567,0,0.009734744544622975,1.1556808985511897,839.7475000000001,-0.07978291093453693,0.013219896625527425,0.013238741606854556,0.9985765277481227
51,2011-08-11,768.35,784.95,765.0,772.2,2489305.0,28.435128484692598,804.2742480943277,831.338473393945,-27.064225299617306,-19.970998110584066,-7.0932271890332395,-0.3863481787324823,-0.02227402227402233,0,-0.000711743772241924,0.3807887086130703,834.9799999999999,-0.0751874296390331,0.012130253108465742,0.01315738550260794,0.9219349167858152
52,2011-08-12,783.0,783.0,758.0,760.9,3936767.0,26.2762292830121,797.6012868490466,826.1208086980972,-28.519521849050648,-21.68070285827738,-6.838818990773266,0.581472338664808,-0.025890392955710256,0,-0.0146335146335147,-0.6055353848305901,829.365,-0.08255110837809654,0.012277892437483758,0.012970805415154663,0.946579032257987
53,2011-08-16,760.0,772.3,754.7,759.15,2580004.0,25.94766545535269,791.6857042568856,821.1600080537937,-29.47430379690809,-23.239423046003523,-6.234880750904566,-0.34463888769642703,-0.03503918856615955,0,-0.0022999080036798514,0.3285039030231579,823.9425000000001,-0.07863716218061348,0.011783099378538787,0.01300946716117295,0.905732666262129
54,2011-08-17,760.5,774.4,751.0,755.0,3096352.0,25.144698146428922,786.0417497558263,816.2592667164756,-30.217516960649277,-24.635041828932675,-5.582475131716603,0.20013457343476992,0.0026490066225165563,1,-0.005466640321412086,0.17028143033730536,817.72,-0.07670107127133985,0.010358186888172524,0.012116287891888105,0.8548977195488533
55,2011-08-18,757.7,760.0,737.0,741.2,3914915.0,22.636174076705657,779.1430190241607,810.6993210337738,-31.55630200961309,-26.01929386506876,-5.53700814454433,0.26436367699796404,0.032447382622773815,1,-0.018278145695364123,-0.8138658938075073,810.97,-0.08603277556506403,0.010591407948939906,0.012310620100714936,0.8603472337128504
56,2011-08-19,731.05,739.0,721.3,732.55,4663092.0,21.207962659309217,771.9748622512129,804.9104824386795,-32.93562018746661,-27.402559129548333,-5.533061057918278,0.19110938551667145,0.03924646781789639,1,-0.011670264436049793,-0.30489824894016526,804.5550000000001,-0.08949667828799784,0.010469305109620984,0.01214746535673149,0.8618509954275723
57,2011-08-22,731.0,759.85,725.6,757.0,3552807.0,33.90262434512998,769.6710372894878,801.3615578135921,-31.690520524104272,-28.26015140845952,-3.4303691156447513,-0.23810059934481242,-0.004623513870541612,0,0.033376561326871945,2.7880720807155255,798.7375,-0.052254338878542646,0.01608235163834419,0.014490401328324272,1.1098624029762478
58,2011-08-23,760.35,772.0,747.5,765.25,4008613.0,37.558344780960006,768.9908777064898,798.6866276051779,-29.695749898688177,-28.547271106505253,-1.1484787921829245,0.12829461324524516,-0.05991506043776547,0,0.01089828269484805,1.236633376791013,792.8575,-0.034820254585470854,0.016327398894397892,0.014491743229453166,1.1266690718901176
59,2011-08-24,764.0,769.5,756.0,761.3,2968791.0,36.51696004725679,767.8076657516452,795.9172477825722,-28.10958203092696,-28.459733291389597,0.35015126046263845,-0.2593969535098549,-0.008209641402863524,0,-0.005161711858869711,0.10229969693784455,787.3475000000001,-0.03308259694734552,0.015174932899109737,0.01443073533360262,1.0515703149079465
60,2011-08-25,761.6,769.0,750.25,753.5,4849218.0,34.48366514399146,765.6064864052382,792.7752294283075,-27.168743023069283,-28.201535237725537,1.0327922146562543,0.6333982419105959,0.03861977438619777,1,-0.010245632470773591,-0.25743772078530786,781.98,-0.0364203688073864,0.015003557557236423,0.014397247677514772,1.042112901945041
61,2011-08-26,751.0,756.1,712.0,719.4,4457788.0,27.32136379777799,758.4977961890478,787.3400272484329,-28.842231059385085,-28.329674402057446,-0.5125566573276394,-0.08072023159198038,0.11961356686127338,1,-0.045255474452554734,-2.3335685844591962,776.0825,-0.07303669390818632,0.020164795707110432,0.01620624872554769,1.2442605348468119
62,2011-08-29,731.1,759.9,728.35,755.05,4186930.0,41.0958369921741,757.9673660061173,784.9481733781786,-26.980807372061236,-28.059900996058204,1.0790936239969682,-0.06076062836545837,0.04476524733461369,1,0.04955518487628585,2.6229272133151738,772.4375,-0.022509911805162288,0.026607328137589953,0.020569847441074797,1.2935112043883827
63,2011-08-30,765.0,796.3,764.0,782.6,7821448.0,49.1209949820847,761.7570020051762,784.7742346094246,-23.01723260424842,-27.051367317696247,4.034134713447827,0.8680627571991888,0.0497061078456427,1,0.03648764982451502,1.7460825410936567,770.025,0.016330638615629424,0.029025735620128824,0.022471117778816854,1.2916907786176484
64,2011-09-02,796.7,813.7,789.45,805.45,7791545.0,54.64078340789494,768.4790016966875,786.3057727865043,-17.826771089816816,-25.206448072120363,7.379676982303547,-0.003823205114960815,0.03482525296418146,1,0.029197546639407213,1.3145386314385479,768.4325000000001,0.04817274126224479,0.029902643715680355,0.023487025701612752,1.2731558306093678
65,2011-09-05,794.5,799.0,782.95,788.85,4567377.0,50.365875382177194,771.6130014356586,786.494234061578,-14.881232625919438,-23.141404982880182,8.260172356960744,-0.41380342409624793,0.08062369271724665,1,-0.020609597119622625,-0.7863035051939646,766.6225,0.028994061614419194,0.03012891466793872,0.023697693234285944,1.2713859686709108
66,2011-09-06,783.2,825.5,776.5,821.5,7162305.0,57.42184187020869,779.2879242917111,789.0872537607204,-9.799329469009308,-20.47298988010601,10.673660411096701,0.5681440354058795,0.005173463177115033,1,0.041389364264435624,1.5986996814970398,767.0799999999999,0.07094436043176733,0.03119589105762043,0.025349516272833758,1.2306306251315746
67,2011-09-07,824.0,843.5,823.7,833.5,7186238.0,59.68999186924889,787.6282436314477,792.3770868154819,-4.748843184034172,-17.32816054089164,12.57931735685747,0.003341522037947353,-0.032633473305338986,0,0.014607425441266031,0.4750166251783877,769.155,0.08365674018890865,0.03031663470902117,0.024760006160983377,1.2244195139496323
68,2011-09-08,833.5,859.0,814.5,852.45,8065388.0,63.03847018918243,797.600821534302,796.8269322365572,0.7738892977447449,-13.707750573164365,14.48163987090911,0.12233800216469315,-0.049504369757757107,0,0.02273545290941814,0.7274440755971391,772.745,0.10314528078473499,0.030581793539259584,0.024793835828303145,1.233443415171333
69,2011-09-09,852.15,858.55,823.7,825.75,6757863.0,55.9822563351751,801.9314643751786,798.9693817005159,2.9620826746627245,-10.373783923598948,13.335866598261672,-0.1621155733611328,-0.00042385709960644595,0,-0.031321485131092786,-1.3884643627672406,775.7675,0.06442974215857195,0.03315421211805585,0.02552308205576773,1.298989363651857
70,2011-09-12,810.35,822.45,795.25,806.3,4246961.0,51.46312224106988,802.6035467789973,799.5123904634406,3.0911563155566455,-7.6807958757678305,10.771952191324477,-0.37155266391165376,0.037206994915044034,1,-0.023554344535271055,-0.9920947552627504,777.4449999999999,0.03711516570304011,0.034246307759276916,0.026213519096483368,1.3064368669169326
71,2011-09-13,813.2,824.75,796.75,810.25,5806114.0,52.30517301753494,803.7799241976131,800.3077689476302,3.4721552499829613,-5.450205650617672,8.922360900600633,0.3671220432681157,0.019006479481641442,1,0.0048989209971475045,0.08266352383165348,779.3475,0.03965175996586893,0.028954183963415578,0.026207901392638393,1.104788343394355
72,2011-09-14,813.9,829.75,805.2,825.4,4694876.0,55.494371876644074,807.1060897056726,802.1664527292872,4.939636976385373,-3.372237125217063,8.311874101602436,-0.19139100610149917,-0.004664405136903347,0,0.01869793273680953,0.5477437671379985,782.5725,0.054726558881126014,0.0260453740234405,0.026105047123048952,0.9977141163803621
73,2011-09-15,833.0,838.6,813.55,836.3,4664709.0,57.68660503668134,811.5974605201845,804.6948636382289,6.902596881955674,-1.317270323782516,8.21986720573819,-0.006425515817670147,0.01853401889274184,1,0.013205718439544434,0.3074111060858402,786.4300000000001,0.06341314548020789,0.024324065109518452,0.026125865572419627,0.9310338462124185
74,2011-09-16,850.0,850.0,821.0,825.65,6128496.0,54.84404852465133,813.7593896709254,806.247095961323,7.512293709602432,0.4486424828944735,7.063651226707958,0.3138002820754735,0.01447344516441597,1,-0.012734664594045153,-0.6663373731503311,789.9625,0.04517619507255091,0.023663193707327307,0.026331407022748533,0.8986680311797971
75,2011-09-19,825.0,829.15,815.6,821.55,2924971.0,53.746055315915996,814.9579451061676,807.3806444086324,7.577300697535179,1.8743741258226148,5.702926571712564,-0.5227261305220726,-0.0428458401801472,0,-0.00496578453339791,-0.4034681468889275,793.98,0.03472379656918302,0.02243382857422748,0.025881444829934062,0.8667919709134969
76,2011-09-20,823.0,853.95,816.3,851.8,4214600.0,60.0940178783773,820.6259535513726,810.67096704503,9.954986506342607,3.4904966019266133,6.464489904415993,0.4409031747665191,-0.0953275416764498,0,0.03682064390481399,1.0931380372835406,799.9425,0.06482653440716046,0.021626465553069126,0.026455528442402905,0.8174648864093843
77,2011-09-21,850.9,850.9,832.3,837.6,3892821.0,56.19520418717284,823.2373453126999,812.6657102268797,10.571635085820162,4.906724298705324,5.664910787114838,-0.07634864518578277,-0.09360076408787008,0,-0.016670579948344644,-0.8396033645812438,803.9725000000001,0.041826679395128484,0.022151467166378412,0.026285414379655068,0.8427284746754331
78,2011-09-22,823.95,827.9,780.0,786.35,6239874.0,44.878295677493206,817.562369110746,810.716398358222,6.845970752523954,5.29457358946905,1.5513971630549035,0.6029182949845369,0.013797927131684392,1,-0.06118672397325697,-2.088948776238222,805.0275,-0.023201070770874296,0.028004317905946593,0.03014971777215822,0.9288417927350286
79,2011-09-23,773.9,792.6,764.1,770.6,8803427.0,42.07406100115587,810.3373892475543,807.7448132946499,2.592575952904326,4.754174062156106,-2.1615981092517798,0.41083409697054774,0.034518556968595925,1,-0.020029249062122445,-0.6909017574579286,805.4925,-0.043318218357092,0.02716008607118882,0.030511377406742483,0.890162568183071
80,2011-09-26,769.2,770.7,747.55,759.2,6217951.0,40.11995802422072,802.4700985940844,804.1489011987499,-1.6788026046654068,3.4675787287918034,-5.14638133345721,-0.29368971878792205,0.06388303477344573,1,-0.014793667272255395,-0.5100923724128097,805.7774999999999,-0.05780441871360255,0.026687907407603642,0.03061676979988338,0.8716761298478096
81,2011-09-27,774.0,800.7,772.0,797.2,5039564.0,48.67674355985173,801.6593141949945,803.6341677766203,-1.97485358162578,2.379092266708287,-4.353945848334067,-0.18951371601352274,0.013986452584044125,1,0.05005268703898835,1.4585806850124834,809.6675,-0.015398296214186653,0.03197246725928736,0.03048413156070737,1.0488232933785913
82,2011-09-28,799.75,806.3,789.1,797.2,5722488.0,48.67674355985172,800.9732658573031,803.15756275613,-2.184296898826915,1.4664144336012466,-3.6507113324281617,0.13551251655897212,-0.011289513296537882,0,0.0,-0.10847330609014694,811.775,-0.017954482461273052,0.03121997404357423,0.028683207081022677,1.0884408411997248
83,2011-09-29,790.5,812.75,784.45,807.7,7203038.0,50.92409967461268,802.0081480331027,803.4940395890093,-1.485891555906619,0.8759532356996735,-2.3618447916062926,0.25872487631254093,-0.04469481243035783,0,0.013171098845960794,0.4050698787920498,813.03,-0.006555723651033698,0.031217975471821237,0.027712660657507233,1.1264878481945555
84,2011-09-30,803.5,822.9,792.5,808.35,7987653.0,51.06694589545347,802.9838175664714,803.8537403601937,-0.8699227937222531,0.5267780298152882,-1.3967008235375413,0.10892834384602712,-0.05115358446217606,0,0.00080475424043569,0.010343374704476075,813.175,-0.0059335321425276625,0.031043606077409806,0.02696016686357297,1.151461941407868
85,2011-10-03,791.2,799.9,784.1,788.2,4825259.0,46.544102818405825,800.7093840947066,802.6942040372163,-1.9848199425097164,0.0244584353502873,-2.009278377860004,-0.39591028804080497,0.018650088809946626,1,-0.024927321086163134,-0.9293839130422322,813.1425,-0.030674205320715613,0.03190812724864142,0.02715490301278741,1.1750411052330287
86,2011-10-04,784.0,790.8,765.25,771.6,6000741.0,43.15329397307983,796.2310173109056,800.3909296640892,-4.159912353183586,-0.8124157223564873,-3.3474966308270986,0.24361013574608115,0.0747148781752203,1,-0.021060644506470494,-0.7090492343721974,810.6475,-0.04816828522878318,0.02884903160143949,0.025736087308839563,1.1209563930695372
87,2011-10-05,772.55,777.9,761.75,767.0,4739596.0,42.23507483747613,791.7339377246125,797.9175274667492,-6.183589742136746,-1.8866505263125393,-4.296939215824207,-0.21016487797090389,0.07822685788787484,1,-0.00596163815448425,-0.08345155234268373,807.3225,-0.04994596335417382,0.02875038639507,0.025412271081388493,1.1313584017339673
